plotID,pointID,plotType,subtype,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,coordinateSource,elevation,elevationUncertainty,nlcdClass,monumentType,applicableModules
BART_001,B1,Distributed,mammalGrid,44.04722853,-71.30550392,WGS84,19N,315303.2268,4879702.678,,GIS,528.3257718,,mixedForest,,mam
BART_001,B10,Distributed,mammalGrid,44.04641887,-71.3054725,WGS84,19N,315303.2268,4879612.678,,GIS,530.1600826,,mixedForest,,mam
BART_001,B2,Distributed,mammalGrid,44.04713856,-71.30550043,WGS84,19N,315303.2268,4879692.678,,GIS,528.4761983,,mixedForest,,mam
BART_001,B3,Distributed,mammalGrid,44.0470486,-71.30549693,WGS84,19N,315303.2268,4879682.678,,GIS,528.6399712,,mixedForest,,mam
BART_001,B4,Distributed,mammalGrid,44.04695864,-71.30549344,WGS84,19N,315303.2268,4879672.678,,GIS,528.8170906,,mixedForest,,mam
BART_001,B5,Distributed,mammalGrid,44.04686868,-71.30548995,WGS84,19N,315303.2268,4879662.678,,GIS,529.0075565,,mixedForest,,mam
BART_001,B6,Distributed,mammalGrid,44.04677872,-71.30548646,WGS84,19N,315303.2268,4879652.678,,GIS,529.2113689,,mixedForest,,mam
BART_001,B7,Distributed,mammalGrid,44.04668876,-71.30548297,WGS84,19N,315303.2268,4879642.678,,GIS,529.4285277,,mixedForest,,mam
BART_001,B8,Distributed,mammalGrid,44.0465988,-71.30547948,WGS84,19N,315303.2268,4879632.678,,GIS,529.6590329,,mixedForest,,mam
BART_001,B9,Distributed,mammalGrid,44.04650883,-71.30547599,WGS84,19N,315303.2268,4879622.678,,GIS,529.9028845,,mixedForest,,mam
BART_001,C1,Distributed,mammalGrid,44.04723104,-71.30537919,WGS84,19N,315313.2268,4879702.678,,GIS,526.7321701,,mixedForest,,mam
BART_001,C10,Distributed,mammalGrid,44.04642139,-71.30534777,WGS84,19N,315313.2268,4879612.678,,GIS,528.6894742,,mixedForest,,mam
BART_001,C2,Distributed,mammalGrid,44.04714108,-71.3053757,WGS84,19N,315313.2268,4879692.678,,GIS,526.8962624,,mixedForest,,mam
BART_001,C3,Distributed,mammalGrid,44.04705112,-71.30537221,WGS84,19N,315313.2268,4879682.678,,GIS,527.0737012,,mixedForest,,mam
BART_001,C4,Distributed,mammalGrid,44.04696116,-71.30536872,WGS84,19N,315313.2268,4879672.678,,GIS,527.2644865,,mixedForest,,mam
BART_001,C5,Distributed,mammalGrid,44.0468712,-71.30536523,WGS84,19N,315313.2268,4879662.678,,GIS,527.4686183,,mixedForest,,mam
BART_001,C6,Distributed,mammalGrid,44.04678124,-71.30536174,WGS84,19N,315313.2268,4879652.678,,GIS,527.6860966,,mixedForest,,mam
BART_001,C7,Distributed,mammalGrid,44.04669128,-71.30535824,WGS84,19N,315313.2268,4879642.678,,GIS,527.9169214,,mixedForest,,mam
BART_001,C8,Distributed,mammalGrid,44.04660131,-71.30535475,WGS84,19N,315313.2268,4879632.678,,GIS,528.1610926,,mixedForest,,mam
BART_001,C9,Distributed,mammalGrid,44.04651135,-71.30535126,WGS84,19N,315313.2268,4879622.678,,GIS,528.4186102,,mixedForest,,mam
BART_001,D1,Distributed,mammalGrid,44.04723356,-71.30525446,WGS84,19N,315323.2268,4879702.678,,GIS,525.1256229,,mixedForest,,mam
BART_001,D10,Distributed,mammalGrid,44.04642391,-71.30522305,WGS84,19N,315323.2268,4879612.678,,GIS,527.2059203,,mixedForest,,mam
BART_001,D2,Distributed,mammalGrid,44.0471436,-71.30525097,WGS84,19N,315323.2268,4879692.678,,GIS,525.303381,,mixedForest,,mam
BART_001,D3,Distributed,mammalGrid,44.04705364,-71.30524748,WGS84,19N,315323.2268,4879682.678,,GIS,525.4944857,,mixedForest,,mam
BART_001,D4,Distributed,mammalGrid,44.04696368,-71.30524399,WGS84,19N,315323.2268,4879672.678,,GIS,525.698937,,mixedForest,,mam
BART_001,D5,Distributed,mammalGrid,44.04687372,-71.3052405,WGS84,19N,315323.2268,4879662.678,,GIS,525.9167347,,mixedForest,,mam
BART_001,D6,Distributed,mammalGrid,44.04678375,-71.30523701,WGS84,19N,315323.2268,4879652.678,,GIS,526.1478789,,mixedForest,,mam
BART_001,D7,Distributed,mammalGrid,44.04669379,-71.30523352,WGS84,19N,315323.2268,4879642.678,,GIS,526.3923696,,mixedForest,,mam
BART_001,D8,Distributed,mammalGrid,44.04660383,-71.30523003,WGS84,19N,315323.2268,4879632.678,,GIS,526.6502068,,mixedForest,,mam
BART_001,D9,Distributed,mammalGrid,44.04651387,-71.30522654,WGS84,19N,315323.2268,4879622.678,,GIS,526.9213903,,mixedForest,,mam
BART_001,E,distributed,basePlot,44.04708207,-71.30640862,WGS84,19N,315230.293,4879688.441,1.21,GeoXH 6000,468.81,0.32,mixedForest,,bet
BART_001,E1,Distributed,mammalGrid,44.04723608,-71.30512974,WGS84,19N,315333.2268,4879702.678,,GIS,523.5061302,,mixedForest,,mam
BART_001,E10,Distributed,mammalGrid,44.04642643,-71.30509832,WGS84,19N,315333.2268,4879612.678,,GIS,525.709421,,mixedForest,,mam
BART_001,E2,Distributed,mammalGrid,44.04714612,-71.30512625,WGS84,19N,315333.2268,4879692.678,,GIS,523.6975542,,mixedForest,,mam
BART_001,E3,Distributed,mammalGrid,44.04705616,-71.30512276,WGS84,19N,315333.2268,4879682.678,,GIS,523.9023248,,mixedForest,,mam
BART_001,E4,Distributed,mammalGrid,44.04696619,-71.30511927,WGS84,19N,315333.2268,4879672.678,,GIS,524.120442,,mixedForest,,mam
BART_001,E5,distributed,mammalGrid,44.0469,-71.3051,WGS84,19N,315334.49,4879663.973,0.26,GeoXH 6000,469.78,0.36,mixedForest,,mam
BART_001,E6,Distributed,mammalGrid,44.04678627,-71.30511228,WGS84,19N,315333.2268,4879652.678,,GIS,524.5967158,,mixedForest,,mam
BART_001,E7,Distributed,mammalGrid,44.04669631,-71.30510879,WGS84,19N,315333.2268,4879642.678,,GIS,524.8548724,,mixedForest,,mam
BART_001,E8,Distributed,mammalGrid,44.04660635,-71.3051053,WGS84,19N,315333.2268,4879632.678,,GIS,525.1263755,,mixedForest,,mam
BART_001,E9,Distributed,mammalGrid,44.04651639,-71.30510181,WGS84,19N,315333.2268,4879622.678,,GIS,525.411225,,mixedForest,,mam
BART_001,F1,Distributed,mammalGrid,44.0472386,-71.30500501,WGS84,19N,315343.2268,4879702.678,,GIS,521.873692,,mixedForest,,mam
BART_001,F10,Distributed,mammalGrid,44.04642894,-71.3049736,WGS84,19N,315343.2268,4879612.678,,GIS,524.1999762,,mixedForest,,mam
BART_001,F2,Distributed,mammalGrid,44.04714864,-71.30500152,WGS84,19N,315343.2268,4879692.678,,GIS,522.0787819,,mixedForest,,mam
BART_001,F3,Distributed,mammalGrid,44.04705867,-71.30499803,WGS84,19N,315343.2268,4879682.678,,GIS,522.2972185,,mixedForest,,mam
BART_001,F4,Distributed,mammalGrid,44.04696871,-71.30499454,WGS84,19N,315343.2268,4879672.678,,GIS,522.5290015,,mixedForest,,mam
BART_001,F5,Distributed,mammalGrid,44.04687875,-71.30499105,WGS84,19N,315343.2268,4879662.678,,GIS,522.7741311,,mixedForest,,mam
BART_001,F6,Distributed,mammalGrid,44.04678879,-71.30498756,WGS84,19N,315343.2268,4879652.678,,GIS,523.0326072,,mixedForest,,mam
BART_001,F7,Distributed,mammalGrid,44.04669883,-71.30498407,WGS84,19N,315343.2268,4879642.678,,GIS,523.3044298,,mixedForest,,mam
BART_001,F8,Distributed,mammalGrid,44.04660887,-71.30498058,WGS84,19N,315343.2268,4879632.678,,GIS,523.5895988,,mixedForest,,mam
BART_001,F9,Distributed,mammalGrid,44.04651891,-71.30497709,WGS84,19N,315343.2268,4879622.678,,GIS,523.8881143,,mixedForest,,mam
BART_001,G1,Distributed,mammalGrid,44.04724111,-71.30488028,WGS84,19N,315353.2268,4879702.678,,GIS,520.2283084,,mixedForest,,mam
BART_001,G10,Distributed,mammalGrid,44.04643146,-71.30484887,WGS84,19N,315353.2268,4879612.678,,GIS,522.677586,,mixedForest,,mam
BART_001,G2,Distributed,mammalGrid,44.04715115,-71.30487679,WGS84,19N,315353.2268,4879692.678,,GIS,520.4470642,,mixedForest,,mam
BART_001,G3,Distributed,mammalGrid,44.04706119,-71.3048733,WGS84,19N,315353.2268,4879682.678,,GIS,520.6791666,,mixedForest,,mam
BART_001,G4,Distributed,mammalGrid,44.04697123,-71.30486981,WGS84,19N,315353.2268,4879672.678,,GIS,520.9246156,,mixedForest,,mam
BART_001,G5,Distributed,mammalGrid,44.04688127,-71.30486632,WGS84,19N,315353.2268,4879662.678,,GIS,521.1834111,,mixedForest,,mam
BART_001,G6,Distributed,mammalGrid,44.04679131,-71.30486283,WGS84,19N,315353.2268,4879652.678,,GIS,521.4555531,,mixedForest,,mam
BART_001,G7,Distributed,mammalGrid,44.04670135,-71.30485934,WGS84,19N,315353.2268,4879642.678,,GIS,521.7410416,,mixedForest,,mam
BART_001,G8,Distributed,mammalGrid,44.04661138,-71.30485585,WGS84,19N,315353.2268,4879632.678,,GIS,522.0398766,,mixedForest,,mam
BART_001,G9,Distributed,mammalGrid,44.04652142,-71.30485236,WGS84,19N,315353.2268,4879622.678,,GIS,522.3520581,,mixedForest,,mam
BART_001,H1,Distributed,mammalGrid,44.04724363,-71.30475556,WGS84,19N,315363.2268,4879702.678,,GIS,518.5699793,,mixedForest,,mam
BART_001,H10,Distributed,mammalGrid,44.04643398,-71.30472415,WGS84,19N,315363.2268,4879612.678,,GIS,521.1422503,,mixedForest,,mam
BART_001,H2,Distributed,mammalGrid,44.04715367,-71.30475207,WGS84,19N,315363.2268,4879692.678,,GIS,518.802401,,mixedForest,,mam
BART_001,H3,Distributed,mammalGrid,44.04706371,-71.30474858,WGS84,19N,315363.2268,4879682.678,,GIS,519.0481693,,mixedForest,,mam
BART_001,H4,Distributed,mammalGrid,44.04697375,-71.30474509,WGS84,19N,315363.2268,4879672.678,,GIS,519.3072842,,mixedForest,,mam
BART_001,H5,Distributed,mammalGrid,44.04688379,-71.3047416,WGS84,19N,315363.2268,4879662.678,,GIS,519.5797456,,mixedForest,,mam
BART_001,H6,Distributed,mammalGrid,44.04679382,-71.30473811,WGS84,19N,315363.2268,4879652.678,,GIS,519.8655536,,mixedForest,,mam
BART_001,H7,Distributed,mammalGrid,44.04670386,-71.30473462,WGS84,19N,315363.2268,4879642.678,,GIS,520.164708,,mixedForest,,mam
BART_001,H8,Distributed,mammalGrid,44.0466139,-71.30473113,WGS84,19N,315363.2268,4879632.678,,GIS,520.477209,,mixedForest,,mam
BART_001,H9,Distributed,mammalGrid,44.04652394,-71.30472764,WGS84,19N,315363.2268,4879622.678,,GIS,520.8030564,,mixedForest,,mam
BART_001,I1,Distributed,mammalGrid,44.04724615,-71.30463083,WGS84,19N,315373.2268,4879702.678,,GIS,516.8987047,,mixedForest,,mam
BART_001,I10,Distributed,mammalGrid,44.0464365,-71.30459942,WGS84,19N,315373.2268,4879612.678,,GIS,519.5939692,,mixedForest,,mam
BART_001,I2,Distributed,mammalGrid,44.04715619,-71.30462734,WGS84,19N,315373.2268,4879692.678,,GIS,517.1447923,,mixedForest,,mam
BART_001,I3,Distributed,mammalGrid,44.04706623,-71.30462385,WGS84,19N,315373.2268,4879682.678,,GIS,517.4042265,,mixedForest,,mam
BART_001,I4,Distributed,mammalGrid,44.04697626,-71.30462036,WGS84,19N,315373.2268,4879672.678,,GIS,517.6770073,,mixedForest,,mam
BART_001,I5,Distributed,mammalGrid,44.0468863,-71.30461687,WGS84,19N,315373.2268,4879662.678,,GIS,517.9631347,,mixedForest,,mam
BART_001,I6,Distributed,mammalGrid,44.04679634,-71.30461338,WGS84,19N,315373.2268,4879652.678,,GIS,518.2626085,,mixedForest,,mam
BART_001,I7,Distributed,mammalGrid,44.04670638,-71.30460989,WGS84,19N,315373.2268,4879642.678,,GIS,518.575429,,mixedForest,,mam
BART_001,I8,Distributed,mammalGrid,44.04661642,-71.3046064,WGS84,19N,315373.2268,4879632.678,,GIS,518.9015959,,mixedForest,,mam
BART_001,I9,Distributed,mammalGrid,44.04652646,-71.30460291,WGS84,19N,315373.2268,4879622.678,,GIS,519.2411093,,mixedForest,,mam
BART_001,J1,Distributed,mammalGrid,44.04724867,-71.30450611,WGS84,19N,315383.2268,4879702.678,,GIS,515.2144847,,mixedForest,,mam
BART_001,J10,Distributed,mammalGrid,44.04643901,-71.3044747,WGS84,19N,315383.2268,4879612.678,,GIS,518.1121107,,mixedForest,,mam
BART_001,J2,Distributed,mammalGrid,44.0471587,-71.30450262,WGS84,19N,315383.2268,4879692.678,,GIS,515.4742381,,mixedForest,,mam
BART_001,J3,Distributed,mammalGrid,44.04706874,-71.30449913,WGS84,19N,315383.2268,4879682.678,,GIS,515.7473383,,mixedForest,,mam
BART_001,J4,Distributed,mammalGrid,44.04697878,-71.30449564,WGS84,19N,315383.2268,4879672.678,,GIS,516.033785,,mixedForest,,mam
BART_001,J5,Distributed,mammalGrid,44.04688882,-71.30449215,WGS84,19N,315383.2268,4879662.678,,GIS,516.3335782,,mixedForest,,mam
BART_001,J6,Distributed,mammalGrid,44.04679886,-71.30448866,WGS84,19N,315383.2268,4879652.678,,GIS,516.6467181,,mixedForest,,mam
BART_001,J7,Distributed,mammalGrid,44.0467089,-71.30448517,WGS84,19N,315383.2268,4879642.678,,GIS,516.9732044,,mixedForest,,mam
BART_001,J8,Distributed,mammalGrid,44.04661894,-71.30448168,WGS84,19N,315383.2268,4879632.678,,GIS,517.3130373,,mixedForest,,mam
BART_001,J9,Distributed,mammalGrid,44.04652897,-71.30447819,WGS84,19N,315383.2268,4879622.678,,GIS,517.6662167,,mixedForest,,mam
BART_001,N,distributed,basePlot,44.04725696,-71.30666506,WGS84,19N,315210.293,4879708.441,1.21,GeoXH 6000,468.81,0.32,mixedForest,,bet
BART_001,S,distributed,basePlot,44.04689711,-71.30665109,WGS84,19N,315210.293,4879668.441,1.21,GeoXH 6000,468.81,0.32,mixedForest,,bet
BART_001,W,distributed,basePlot,44.047072,-71.30690752,WGS84,19N,315190.293,4879688.441,1.21,GeoXH 6000,468.81,0.32,mixedForest,,bet
BART_002,21,distributed,basePlot,44.0349,-71.2731,WGS84,19N,317860.485,4878259.666,0.14,GeoXH 6000,539.73,0.19,deciduousForest,,hbp
BART_002,25,distributed,basePlot,44.0349,-71.2726,WGS84,19N,317901.275,4878258.871,0.17,GeoXH 6000,551.3,0.23,deciduousForest,,hbp
BART_002,31,distributed,basePlot,44.03503303,-71.27293137,WGS84,19N,317875.326,4878275.579,2.27,GeoXH 6000,543.92,0.41,deciduousForest,,div
BART_002,31,distributed,basePlot,44.035,-71.273,WGS84,19N,317870.326,4878270.579,0.27,GeoXH 6000,543.92,0.41,deciduousForest,,hbp
BART_002,32,distributed,basePlot,44.03501809,-71.2727984,WGS84,19N,317885.935,4878273.626,2.25,GeoXH 6000,551.4,0.36,deciduousForest,,div
BART_002,33,distributed,basePlot,44.035,-71.2727,WGS84,19N,317890.935,4878268.626,0.25,GeoXH 6000,551.4,0.36,deciduousForest,,hbp
BART_002,40,distributed,basePlot,44.03512039,-71.27292114,WGS84,19N,317876.413,4878285.26,2.21,GeoXH 6000,550.7,0.27,deciduousForest,,div
BART_002,41,distributed,basePlot,44.03512689,-71.27278964,WGS84,19N,317886.97,4878285.691,2.23,GeoXH 6000,550.82,0.37,deciduousForest,,div
BART_002,41,distributed,basePlot,44.0351,-71.2729,WGS84,19N,317881.97,4878280.691,0.23,GeoXH 6000,550.82,0.37,deciduousForest,,hbp
BART_002,49,distributed,basePlot,44.0352,-71.273,WGS84,19N,317871.413,4878290.26,0.21,GeoXH 6000,550.7,0.27,deciduousForest,,hbp
BART_002,51,distributed,basePlot,44.0352,-71.2727,WGS84,19N,317892.693,4878289.795,0.14,GeoXH 6000,555.2,0.23,deciduousForest,,hbp
BART_002,57,distributed,basePlot,44.0353,-71.2731,WGS84,19N,317863.032,4878300.784,0.16,GeoXH 6000,549.45,0.28,deciduousForest,,hbp
BART_002,61,distributed,basePlot,44.0353,-71.2726,WGS84,19N,317903.495,4878299.154,0.18,GeoXH 6000,561.11,0.26,deciduousForest,,hbp
BART_002,31.1.1,distributed,basePlot,44.03499143,-71.27298594,WGS84,19N,317870.826,4878271.079,0.52,GeoXH 6000,543.92,0.41,deciduousForest,,div
BART_002,31.1.10,distributed,basePlot,44.03500142,-71.27297283,WGS84,19N,317871.9071,4878272.16,1.27,GeoXH 6000,543.92,0.41,deciduousForest,,div
BART_002,31.4.1,distributed,basePlot,44.03507605,-71.27285634,WGS84,19N,317881.47,4878280.191,0.48,GeoXH 6000,550.82,0.37,deciduousForest,,div
BART_002,31.4.10,distributed,basePlot,44.03506605,-71.27286945,WGS84,19N,317880.3889,4878279.11,1.23,GeoXH 6000,550.82,0.37,deciduousForest,,div
BART_002,32.2.1,distributed,basePlot,44.03497873,-71.27274073,WGS84,19N,317890.435,4878269.126,0.5,GeoXH 6000,551.4,0.36,deciduousForest,,div
BART_002,32.2.10,distributed,basePlot,44.03498818,-71.27275459,WGS84,19N,317889.3539,4878270.207,1.25,GeoXH 6000,551.4,0.36,deciduousForest,,div
BART_002,32.4.1,distributed,basePlot,44.03505969,-71.27274383,WGS84,19N,317890.435,4878278.126,0.5,GeoXH 6000,551.4,0.36,deciduousForest,,div
BART_002,32.4.10,distributed,basePlot,44.0350497,-71.27275694,WGS84,19N,317889.3539,4878277.045,1.25,GeoXH 6000,551.4,0.36,deciduousForest,,div
BART_002,40.1.1,distributed,basePlot,44.03507879,-71.27297571,WGS84,19N,317871.913,4878280.76,0.46,GeoXH 6000,550.7,0.27,deciduousForest,,div
BART_002,40.1.10,distributed,basePlot,44.03508879,-71.2729626,WGS84,19N,317872.9941,4878281.841,1.21,GeoXH 6000,550.7,0.27,deciduousForest,,div
BART_002,40.3.1,distributed,basePlot,44.03515976,-71.27297881,WGS84,19N,317871.913,4878289.76,0.46,GeoXH 6000,550.7,0.27,deciduousForest,,div
BART_002,40.3.10,distributed,basePlot,44.0351503,-71.27296495,WGS84,19N,317872.9941,4878288.679,1.21,GeoXH 6000,550.7,0.27,deciduousForest,,div
BART_002,41.1.1,distributed,basePlot,44.03508529,-71.27284421,WGS84,19N,317882.47,4878281.191,0.48,GeoXH 6000,550.82,0.37,deciduousForest,,div
BART_002,41.1.10,distributed,basePlot,44.03509529,-71.2728311,WGS84,19N,317883.5511,4878282.272,1.23,GeoXH 6000,550.82,0.37,deciduousForest,,div
BART_002,41.4.1,distributed,basePlot,44.03516061,-71.27272575,WGS84,19N,317892.193,4878289.295,0.39,GeoXH 6000,555.2,0.23,deciduousForest,,div
BART_002,41.4.10,distributed,basePlot,44.03515062,-71.27273886,WGS84,19N,317891.1119,4878288.214,1.14,GeoXH 6000,555.2,0.23,deciduousForest,,div
BART_002,E,distributed,basePlot,44.03508563,-71.27260087,WGS84,19N,317901.97,4878280.691,1.23,GeoXH 6000,550.82,0.37,deciduousForest,,bet
BART_002,N,distributed,basePlot,44.0352606,-71.27285715,WGS84,19N,317881.97,4878300.691,1.23,GeoXH 6000,550.82,0.37,deciduousForest,,bet
BART_002,S,distributed,basePlot,44.03490074,-71.27284339,WGS84,19N,317881.97,4878260.691,1.23,GeoXH 6000,550.82,0.37,deciduousForest,,bet
BART_002,W,distributed,basePlot,44.0350757,-71.27309968,WGS84,19N,317861.97,4878280.691,1.23,GeoXH 6000,550.82,0.37,deciduousForest,,bet
BART_003,21,distributed,basePlot,44.0551,-71.2634,WGS84,19N,318699.982,4880481.819,0.2,GeoXH 6000,445.42,0.31,deciduousForest,,hbp
BART_003,25,distributed,basePlot,44.0551,-71.2629,WGS84,19N,318739.087,4880480.544,0.2,GeoXH 6000,439.95,0.28,deciduousForest,,hbp
BART_003,31,distributed,basePlot,44.05521955,-71.26320998,WGS84,19N,318715.898,4880496.285,2.14,GeoXH 6000,435.81,0.24,deciduousForest,,div
BART_003,31,distributed,basePlot,44.0552,-71.2633,WGS84,19N,318710.898,4880491.285,0.14,GeoXH 6000,435.81,0.24,deciduousForest,,hbp
BART_003,32,distributed,basePlot,44.05521055,-71.26310122,WGS84,19N,318724.582,4880495.046,2.28,GeoXH 6000,438.86,0.47,deciduousForest,,div
BART_003,33,distributed,basePlot,44.0552,-71.263,WGS84,19N,318729.582,4880490.046,0.28,GeoXH 6000,438.86,0.47,deciduousForest,,hbp
BART_003,40,distributed,basePlot,44.05531925,-71.26322261,WGS84,19N,318715.19,4880507.387,2.19,GeoXH 6000,438.2,0.33,deciduousForest,,div
BART_003,41,distributed,basePlot,44.05529836,-71.26309014,WGS84,19N,318725.738,4880504.774,2.17,GeoXH 6000,437.85,0.26,deciduousForest,,div
BART_003,41,distributed,basePlot,44.0553,-71.2632,WGS84,19N,318720.738,4880499.774,0.17,GeoXH 6000,437.85,0.26,deciduousForest,,hbp
BART_003,49,distributed,basePlot,44.0554,-71.2633,WGS84,19N,318710.19,4880512.387,0.19,GeoXH 6000,438.2,0.33,deciduousForest,,hbp
BART_003,51,distributed,basePlot,44.0553,-71.263,WGS84,19N,318731.479,4880508.779,0.21,GeoXH 6000,440.23,0.33,deciduousForest,,hbp
BART_003,57,distributed,basePlot,44.0554,-71.2634,WGS84,19N,318702.323,4880521.493,0.3,GeoXH 6000,436.72,0.46,deciduousForest,,hbp
