"uid","domainID","siteID","plotID","date","dayOfYear","individualID","taxonID","scientificName","identificationQualifier","growthForm","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualDayStatusQF"
"4298F3B7D377486D8DE230E9B1264DBC","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06042","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"194DC1F2AF4C43259558D46682191B02","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06016","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"E566C2BFEA9842AE8B1C3C5D468DC4BC","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06011","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Leaves","yes","Percentage of the plant that is green.","< 5%","NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"BE47DB871E914DA6B6C4A4F5A5437FA4","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06055","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"5C83D6AB782040B3AF8E26633D6FE211","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06080","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"3086399EA1E64F44811FFA251326CB90","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06069","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"3DCCD2DD0FFD46F2A7433E293A1FFB08","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06002","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"3337EDE9FD614F928D42697BB5A7A0F5","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06014","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"94AEA81AA90D48308F987AE0DB3610F2","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06070","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"4C7BB623036146928E683F1C7844AE08","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06075","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"CCBBB125E39946F6B7F753F9D1AE5071","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06018","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Leaves","yes","Percentage of the plant that is green.","< 5%","NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"20BC5F493FCB44249378C7FAC6463E7F","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06056","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"085D64573CE046CEB8956530DF243CF9","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06063","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"042B29A6BF90463F9D1EA5508F27585C","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06065","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"F9C475F7F7EC40E68F49665DCE67CA8D","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06049","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"B2DAA408710C419B8BE35A001AF51CA6","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06002","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"F057AB74F7674D9997E75ABCDB54AB0F","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06088","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"71EDAE6AF015482EA382909482830643","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06052","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"9541E9CD420247FC8F32D0E0658072DF","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06024","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"09EDF74307F44AD0B253FC080D00C377","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06017","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"43489EFF3D5A4873849C5D4D9137714A","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06027","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"F636C1C77B0A4DF5ABEACD8D8E14E3B4","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06064","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"3B3E668488E640859D52BAB522AC6F25","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06013","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"90A454BE9D4A4BCFA44C1AE304B6D7F2","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06027","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"FB16360E0952419A9635BC80D6E5F479","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06081","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"C42AC962593E4F69883A891BE64F83C6","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06036","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"73AF87B5BED04E40B96B3C67D53F471B","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06058","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"9DC4B2ACD04940D5BA5479E237798B38","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06088","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"9054E1CF365841C792C070BDAA9231BE","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06067","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"D6C6D3C8DFB145E39D907CD8F7A84E78","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06046","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"91C06F2CCF1C4811B7355E8007AC84F4","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06004","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"098299B97B604D68BEDE051FA4B65C6E","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06037","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"50001A4F6A0045F0A8548793078BDE4F","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06086","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Leaves","yes","Percentage of the plant that is green.","< 5%","NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"22137F4E2C4B4185A849925E972A31AC","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06035","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"83C6443205504809B3294AC1BB3F5FFD","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06037","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"66105796F9224F0E9618609424A6F66F","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06080","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"8C0F9AA54DF74FFC8A04667E22FD4343","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06010","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"5F091E3468C84E5DA720396764F31FE1","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06014","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"81506F9C04AA4857B43B8C7A3EF164E8","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06047","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Leaves","yes","Percentage of the plant that is green.","< 5%","NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"9030AE61E1CA4D73834170E13591EA98","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06016","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"648252E115D043AB8D56336FC0C31AA9","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06031","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"DD4737632B684A0A8F3FBA37703AEEB3","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06059","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"89FA3B87A4904B48A009A8AED74F42D5","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06022","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"F1C520B8C5B2410E99E956CC30945725","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06079","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"5644A38B327C45E8A80B029EA50661C1","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06023","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"D31579D9C4C3499AA8616524C5C6B5A5","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06072","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"DC6E9FC353BE4F0DB5AF5A5F8AB77A26","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06028","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"21FCF29D4B824FB496FB0E45070B024B","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06004","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"0C26FA239F004B4DB782B8AFE168E6FA","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06012","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"9CBD2E94D0C842609FD7E0B144EADF93","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06020","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Leaves","yes",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"767D2D2BF1804B01B34F0606EBE663C8","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06042","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"7D59CD42D8C0440499E38545F7D2FAA5","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06018","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"89AD06B34E5043BBA2C084A2D95608DA","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06034","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Leaves","yes","Percentage of the plant that is green.","< 5%","NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"4C15542475FC4F44B45CFD171EACA04D","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06026","THFI","Thelesperma filifolium (Hook.) A. Gray",,"Forb","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"15BFBF2CC61D4D368D27FDC3D999DCA8","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06039","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"9A82605B0C1048EB8DDB14881875662F","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06001","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Leaves","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
"5268AC2D4DF84545B6C8D80295CBA5E6","D10","CPER","CPER_077","2014-03-25",83,"NEON.PLA.D10.CPER.06001","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","KoPqBbulio7lfzETgK1qzn9diLK/1RdS","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK",,0
