"uid","domainID","siteID","plotID","date","dayOfYear","individualID","taxonID","scientificName","identificationQualifier","growthForm","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualDayStatusQF"
"377D559F426A41F1914ECB6212EA8EBE","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06109","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"6114B34D50A548C29764A4D1BFBC1972","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06125","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"73B8D9CB37D34C94A6EFE8EEF752B083","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06124","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"2BB372BB8FDF41F7AD757463B40D43AF","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06128","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"98B5942CF80E4BE791D742D17BD0ED67","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06121","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"0FB49A5B9E404D56A0AD1166AAC8A5CC","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06110","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"A71CC4B68BBA400EA0FFC1186071680D","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06112","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"03C99E80A1764F289565E26BFE61AE4D","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06129","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"E427CD9724CC48B3A75910A3FA8C1A0B","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06129","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"F1DE9EFC1C1B455387436B49875ACE9B","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06104","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"27DAC29BE7264ACBB0678E135E2F2A76","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06124","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"490B2DF5EF9944428FDEE665AC508DAB","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06118","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"EF2149240D8E4F4A94AEFC08B68DE7A7","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06107","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"4864F9CBCAE9452F8462EBA5601112A5","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06126","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"4DF2E120EFFF48ABA0014D6DC6844D53","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06108","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"5C3D0A7FB6CE4A4DA0EB8B89CFF0BDD6","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06103","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"EA4C5411F0A640B28272258FFA9DA491","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06130","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"A1E4159B9D584500BCD28EB42F8FC5C5","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06123","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"E5BACD138EF64B7C86F53094AC5A4D92","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06113","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"5EB1FFE4077C429FB9E98BEE4DA9C086","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06111","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"57E2078353AD4DA7835802BFFA5C3CAA","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06129","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"AA820C7F81464266AB322A62212B3DF7","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06118","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"099D259FA45E457B9E0AA22565D669ED","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06116","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"1FBBF78B78CB46CA90FCD8C57625F0F5","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06122","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"F98C135D871340AA84E74AEA37DE20FB","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06107","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"13F9A112A6144461B8CCA8A1169B23FC","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06130","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"9AE30CFD23464DCC8D0D569290D8259B","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06113","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"C45675B6B75F4E7FA3C35297393C6E4C","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06103","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"C4ED79022ACC4CC6AB01FE20FABA8CAA","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06106","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"E10A5D91FAB04CAD8BC16A93A5ED3468","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06119","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"89313F684AAF43CEBEE67A16D89A2BF9","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06114","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"AB07FD6445A547BEAE66D8D35C55C8E7","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06101","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"4F64E4B3346648C3BC806788BB5EFCCB","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06101","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"4363415B827F4A8A918853F98BD7F5F6","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06102","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"AD2BE2F995D442C1900B03301B06A576","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06127","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"26EF1E18F7A947D9952AE8FCCA7EFC4B","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06114","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"3633885F29824064AB82F4B4C66A2210","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06108","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"B428D3F47D7E494398C271431156C865","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06123","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"799AAC5582CB4830BC3A0685A12F04CA","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06127","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"F349FA5EBA2D44B58EB2C0A622289F8F","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06122","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"25633980922249F383E89A3F24C4CC6E","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06103","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"3DF1AB41496549F98C7E3512AA1E139F","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06115","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"2875FC2BCC5748889B7CBC6AAF82E5F8","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06125","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"72EF99BA417E4195B83BE53BADAE3C12","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06101","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"AF7A1B1FB71140E9B8707244698C0258","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06105","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"17C2797F81F3414D8FB3FAAD318E2E23","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06122","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"D4330CAF9D214B9896C90FD38B2EFA6C","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06116","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"6EF1B6310E88460990B02B1AEBA56A5A","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06115","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"E0DEB9B937584C1BA17E6656FE11CDB8","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06111","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"91DA3797F2F0401399E67B9F2964C278","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06124","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"F814F2FEF197488DB50993BB904D1FFE","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06110","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"7C63D5551BBD4C46B10D329220C973F1","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06109","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"46D5DA7D350B445A8E59358C65799360","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06104","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"1A1BCDF27FE3456C8CCA02386B45E1B8","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06105","TRAE","Triticum aestivum L.",,"Graminoid","Initial growth","missed",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"0F892529AD18457491ACAD344AE70CD7","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06105","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"7D31C54261F44CD88CF23CB680B27E37","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06112","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"20EDBCE00DFC4DC09E3326B074E062D2","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06104","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"591AB2FFC01C432BAB81856E7AA89034","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06106","TRAE","Triticum aestivum L.",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"F49FB3C8F81D4168AA7A137C443C2C97","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06111","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"1BB8ABEF50C44AE280FD8982D2B909AE","D10","STER","STER_017","2014-04-01",90,"NEON.PLA.D10.STER.06116","TRAE","Triticum aestivum L.",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","NkA9+I/yF9SE4zBlhLgmVYtgUgBs9baK","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
