"uid","domainID","siteID","plotID","date","dayOfYear","individualID","taxonID","scientificName","identificationQualifier","growthForm","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualDayStatusQF"
"B8EAF7CC8EAD4382A7445E90FBE62772","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06006","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","Has one fully dead branch w/ dead leaves",0
"6B734DF60B9E4832832E2AA7C8D33BEB","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06040","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"4AEB70E6FF7B451BA0A3F53BC6ECB191","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06009","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"C270D7BDF62140FE8DD6EFBC185D96A6","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06025","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"121D683A9C3C4E1FA57ABB7936357A14","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06040","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"512319A67622428B95C8AA6EB2AF9FCB","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06021","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"378517ECC8A84CDF86D6514D1EBCEF79","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06013","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","Insect damage on some leaves",0
"2F12C62CA57D463A95EBD4FA7047F8AC","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06053","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"477AC9B5F6E843AA806E4202D927E3D4","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06052","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"E2AB752FA92046D9AB2D1928036EC279","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06020","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"1A759282658A4250B43E3F028223FE1F","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06062","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"91CC56FB1A9A4F4694ABDA42C6F9BD15","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06009","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"32F5C181B2BF402C97749A3E9F178072","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06042","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"051A9BD96EA348CC9EA06DAF56AD40C3","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06011","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","Canopy very hard to see",0
"AD9B72AB830D4A65B85DACE8B995384D","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06009","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"254F96031C22493B8031DB6B2AA9B68C","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06011","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","Canopy very hard to see",0
"1F0437F90E804AC78A46FB5190F8F1A4","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06069","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"8D3A17BB0A0B4EB5A2F2F842CD984ABC","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06028","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"EE72C01819B7403DA8FCC6FD3ACA85AF","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06069","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"C08A104FA85444A591952967BD94336A","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06026","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"756FD995630D4545BEAA9693C9B6CAE9","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06031","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"C38169446EEA430EB1ADA3BB4F605A4B","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06055","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"66A270DB2D0F4CC5BDEB3A0EE3A28037","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06002","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"BD85FEEA458A4715A39886AF13C2A76A","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06058","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"41E46A02B4954327B4AE93F03C7F1848","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06060","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"3C91CBF2A1684145B6597709743C3493","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06055","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"FEFF3DC58CB148B3AA7800A3497F6D3E","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06011","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","Canopy very hard to see",0
"E140A24AE0FC43BA83F2B396AC8D0386","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06013","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","Insect damage on some leaves",0
"9A9F264A195A48F5B7C7C190A34C7B87","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06056","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"D08D52FB684E4CA4922D8B9E8D98A1F5","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06021","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"F8AB329590C24DA4BF15FA237FB52615","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06005","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","tree looks unhealthy",0
"5C0D0B7BEC77470DB83F33DB1B7083EB","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06020","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"E003E4328B2F4E5D8760ABB598F70A1A","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06047","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"17E75C90F03B4F648A5AB0139DF687D1","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06067","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"1CCDADB8110E45C381863DD834FD9C7E","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06016","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"B4DB054DA97E405CB91382B9DD25F27E","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06036","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"1958C3D5F0F740698A5D00FC540AF365","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06053","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"63AD5DD1C222431C98233445B3EB8858","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06022","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"82551D0B35224970A399A8AB01DD859E","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06052","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"F39DCC14661C49048FED01A98DDFEA0F","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06060","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"746BF0D1264644AF93206E930EC6545B","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06056","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"A055DE8C6DEE4D36BAAEFB753F168EE3","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06002","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"97ED05D18DCF4A25B94CD3F45F8E5BAE","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06064","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"62E7E9330D5A42A8824222C0C3D2A5FB","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06018","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd",,0
"D1517E6AFB4E413D91A82931D9EE1469","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06005","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","tree looks unhealthy",0
"699C8A9BFBD34CDFBF6E7D3FA82B0115","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06005","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","XENnZmyHkF5NdgSc0QamaFzWWSN9u4eR","pFrwQTwEWJN+GiFv8r3h8Z0vAfADqHPd","tree looks unhealthy",0
"89C5EBBE2D42445F82F45455B7FCD5A3","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06053","ACSA3","Acer saccharum Marshall",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
"07EB621857EC446C8F22F2FFFBE10B54","D05","UNDE","UNDE_063","2014-07-31",211,"NEON.PLA.D05.UNDE.06046","POTR5","Populus tremuloides Michx.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","CxWlXtj1NvtNxLbcJnjAP5Zu1Ug04Eq8","GIyaUhrL0JrpxdGisOZe9fn2UK80616e",,0
