"uid","domainID","siteID","plotID","date","dayOfYear","individualID","taxonID","scientificName","identificationQualifier","growthForm","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualDayStatusQF"
"5712BE35D621447C9BA1D8E3FDA85317","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06062","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"8FED2596A4B44587A9AF2E7025AC66C3","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06057","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"EB44C0D55EA4445D89220EADA6BEECAF","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06074","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"1F4C80D6FEA64924B52F8622C811C86D","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06077","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"904F860674064C289845A35FBBCF7C2B","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06079","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"E5A9BD0C892047FB9D9781AC15841425","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06094","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"51D3889E4BD64407993EF19F90CF681C","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06098","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"36898BB97E7440F3A32712D457C4BBEA","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06061","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"80388E1FB1E44E388D9E7A68DD57A004","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06072","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"2C59456D581643FFB0966A3C9BE33E61","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06067","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"BD02B89D9ABE4344AF49B3AB0BCDBC72","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06044","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"5230DFEED4284EF78A0CC9712A75048F","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06042","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"DDBA4CDEE8D540C8912CEED55037ED6C","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06054","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"AC6CA316B42B4D6CBCB6C6F760E029EE","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06091","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"AF334B94EEF6436E9DD000629A753ABF","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06055","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"2893E00F7E65467DAC93A62EB4958467","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06059","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"7F1233C232F24B34A29B8911C86466AF","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06063","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"81934E2CAAA948FA94830F11812B70D6","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06099","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"4CAD4C408F0B48319C2AA5742104A01E","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06075","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"DF2977B40EAE469CA855E3114CACD719","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06080","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"FE603D24024640FF8F19E15075595052","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06075","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"BD6414FF752B4615987F5634C50E2CA2","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06097","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Leaves","yes","Percentage of the plant that is green.",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"A42E3979137C4165A7AE25AB37F47917","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06093","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"4649B744ECEA4FEF9C038D87705D07D6","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06047","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"445CEF38FFEC4EC788B336318020BD02","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06084","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"DA719BE050574BFCAD94645DE3A86876","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06090","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"6350504AA8C14DDC8C8E4D3623B7EF82","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06073","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"FE8B83F95D6F49BC8163F8BD83C2CB94","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06080","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"42462A86D91B4FCD8B6E760F0EBD7C42","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06088","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"935FF2ED19764CE589669CA5C342EDAC","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06055","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"D9665D106B0243178160DCA3A12042B4","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06060","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"ABB2DDB97E6147F2B6D654843E45016F","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06056","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"10711D2AE0144E6788609A4AB2BD3F21","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06077","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"8522630142264C6EAAE3DA122C57E665","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06062","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"854FE09CCA5E4800A1C8D34D50395B3B","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06066","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"EA3ED43AAA4C4DA89A4629CB4E9867BA","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06075","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"202D3DFA19594A7BAFC142D3ED23AFD9","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06072","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"04C12103F89244F7BE42CB6F00C40BE9","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06069","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"0DAF7B29888D42C18B28E10FE1046C34","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06067","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"EE38E174297A43AAA157EA8CF384F37D","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06066","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"1E69796A434F4F03811784C226940213","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06073","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"64A6FE69497C499A86561311C0837FBA","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06078","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"720D9FF52FB14646B05AA0FD70DACF71","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06041","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"C42638E62461452EBB34545B97DE6234","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06083","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"FDC22653F9AA402897223673C359E047","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06085","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"81E32949DFB34178B3EEED2B7C36E6CA","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06071","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"9F1F5BFED5104A1FB8A29C5EBD27EEB4","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06069","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"CBE66B17C909458C8D1710E343DB351E","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06060","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"29EF2D97F26D496ABE29164EB52AE513","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06086","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"0F65F1CD3A544CF3845714EA105BBABF","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06080","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"12C947DDC1D742BD9E8B982554C02A85","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06089","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"A2617A98253B4F22B4D4FF64F6E0D14F","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06068","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"395884BB7133479B8C83B49A830F1D06","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06097","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"11752906C8D840C185138021DEC0D6FD","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06056","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"145A0876AFC44122AC74AAB999980462","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06073","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"6D560F83A80540D596563A7950592139","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06056","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"FEDE62A94ECC492F8AC499473A54CAC5","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06095","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"050FBB298F4F4D21A1114DC480A1D7D7","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06076","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"7CFF03D591E146F3B5773C0DD75ED6B7","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06053","MIVI","Microstegium vimineum (Trin.) A. Camus",,"Graminoid","Initial growth","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"86497FE166F241898FD4A19D65BD570B","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06067","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"26B1658C6D4348D6A16A1C26B48F12B6","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06080","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
"DF6EFC15650C4F9BA686C083DAE29FFA","D02","SCBI","SCBI_060","2014-06-07",157,"NEON.PLA.D02.SCBI.06054","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","+oMcon12yHBVomk9A4wem4se3xH13+K2","cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m",,0
