"uid","domainID","siteID","plotID","date","individualID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","percentCover","height","adultLeafLength","diseaseStatus","diseaseType","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualYearQF","missingRecordsIndividPerYearQF"
"573983B977544DC1B91C5FDDDBEE6108","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06102",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"E9AD10D42298411CBE12120DA5731775","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06073",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"F8B5B672A5644F7B9128D0D83AFAD213","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06070",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"862CCC1F58F346A8B7CAE18F47C4265E","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06076",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"FB9344FED1674E7E92ECB2BE2033DCFA","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06074",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"E4DA15F3B70541B7A9620EC19EF60F50","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06078",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"CFCB36B4480B40AA962E4E592F34C685","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06129",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"79D87B87192C4448A80E0093214D608B","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06126",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"2961ADCCAD3A4656AAF416E7B2F3DD1A","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06132",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"344F4255800946E4BC1995C4758DC7E9","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06080",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"DD3C04C2741247F588E04CC3E81ED189","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06086",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"9F12DC6934894169A8B8541826C68EBF","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06087",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"8BF8BC6A389F4CB9A8E3B4102EA93CB9","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06054",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"7B24A9AED4BC448284270932CD29414E","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06116",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"2D1DC325B46B45A2AEB98357CAFA2F66","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06118",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"83922050B5254DA086FA40E2963B7371","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06119",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"60EE26CB5D16492997CC5A845CEDA59F","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06120",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"4A58EA4487B345DA8D42E5FD31E5E844","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06121",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"1856C877ED554E80B9E5AC727B3797CB","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06090",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
"53F184F07E0F404F9200813DBAECB041","D02","SCBI","SCBI_060","2014-09-13","NEON.PLA.D02.SCBI.06125",,,,,,,,,,,,,"NEON.DOC.014040",,,"This record is generated by the system",0,1
