"uid","domainID","siteID","plotID","date","individualID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","percentCover","height","adultLeafLength","diseaseStatus","diseaseType","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualYearQF","missingRecordsIndividPerYearQF"
"814C586AEE9D48C78EE8D72EBCD57995","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06109","Patch","Co-dominant","live",,,,,30,0.7,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"21E7DB4F3B2D4DAABB3134FDA35C1E0D","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06122","Patch","Co-dominant","live",,,,,40,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"2BC8501A98A54B76892F623C4C3AD9B0","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06120","Patch","Co-dominant","live",,,,,35,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"75305769B2D24613A904FB594212C00C","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06111","Patch","Co-dominant","live",,,,,47,0.7,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"7D556DCC69AF4CBFB309D4FD30706225","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06121","Patch","Co-dominant","live",,,,,40,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"234DF612EAE541C7971EA7FD43CAC38B","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06124","Patch","Co-dominant","live",,,,,45,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"014DBC18DFAE4869B30E28BBDF026F94","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06126","Patch","Co-dominant","live",,,,,45,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"E599E3D728FA46C283FF1D38F3BFE236","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06125","Patch","Co-dominant","live",,,,,45,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"5CBA5A00121846B5BDCF22B7F551A8F7","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06128","Patch","Co-dominant","live",,,,,65,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"53E42D8A3D524BDC9BD5A25D8949F8E4","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06105","Patch","Co-dominant","live",,,,,45,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"9CF194A90B4A409782B1649270C04426","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06123","Patch","Co-dominant","live",,,,,65,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"41D6041B77EC4CA8BB53BA4D700A99C8","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06129","Patch","Co-dominant","live",,,,,40,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"E40F6EF909AA46E4BA1BE3EB58C33336","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06103","Patch","Co-dominant","live",,,,,45,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"F569FB9C15B34829BE01EFF3169B5149","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06108","Patch","Co-dominant","live",,,,,44,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"0BF1C839EFA24413A424183CF51B4AAD","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06127","Patch","Co-dominant","live",,,,,52,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"4B7315962520474796C0E4B3C6E57901","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06106","Patch","Co-dominant","live",,,,,54,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"BA2B656A7DE149E991EF3D05C1064E0A","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06107","Patch","Co-dominant","live",,,,,65,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"24146282DB6D4B50B999B42FE63F550C","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06104","Patch","Co-dominant","live",,,,,77,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"2A8F55574FB340EBA6409791A7081461","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06101","Patch","Co-dominant","live",,,,,40,0.8,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
"E6131A52BFCA4D8AAD8B726A92E64097","D10","STER","STER_017","2014-06-11","NEON.PLA.D10.STER.06102","Patch","Co-dominant","live",,,,,53,0.9,,"healthy",,"NEON.DOC.014040","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","YQGD7F95APlUwE2tMnAo5z6OP2oWhM90jU8ejoIs6uE=",,0,0
