"uid","domainID","siteID","plotID","date","individualID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","percentCover","height","adultLeafLength","diseaseStatus","diseaseType","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualYearQF","missingRecordsIndividPerYearQF"
"351D6F3B00F44F6F9FBF9712ED8BDAFD","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06048","Individual","Overtopped","live",,,0.3,0.2,,0.3,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"BD57CCECCCCA429FBD43CE4E0867510E","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06007","Individual","Dominant","live",29.5,130.0,10.9,7.9,,21.2,8.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"F24850C143FC47D9BB7049248D016C2D","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06063","Individual","Overtopped","live",,,0.6,0.1,,0.2,2.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"0A4B4E283AAE415DA7EB52F7CC394272","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06061","Individual","Overtopped","live",,,0.3,0.2,,0.3,0.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ","no leaves due to herbivory | no leaves due to herbivory",1,0
"C56CEDD1CBDF409485EC5EE603A01D81","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06044","Individual","Intermediate","live",8.3,130.0,3.0,2.6,,7.7,12.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"3D370E23B2FD456CA0335E27C3D73D54","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06010","Individual","Overtopped","live",,,0.4,0.2,,0.3,3.5,"diseased","Fungus","NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"D0143B88DB0241B893E87D5F1CB3DBB1","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06047","Individual","Co-dominant","live",21.4,130.0,7.8,7.3,,18.5,13.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"B23D1BB9E11E43F08A0796AFC06EACAF","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06013","Individual","Co-dominant","live",19.0,130.0,4.6,4.5,,16.7,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"DB917FDF7A004FB2B9B7953A6C2437B4","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06012","Individual","Co-dominant","live",21.3,130.0,8.0,4.1,,15.5,10.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"D2DC9428316A48E1BF0B5F2D30F2C382","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06016","Individual","Dominant","live",36.8,130.0,6.8,5.6,,28.0,12.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"E3A5716B0AF849BDB540AEAE487B4F92","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06017","Individual","Open Grown","live",58.3,130.0,9.8,9.4,,35.0,11.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"BEE008E8D41541F8828F919F326D4268","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06049","Individual","Dominant","live",39.9,130.0,9.2,8.6,,26.1,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"0D03D43FA78146029D8CFE2036904306","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06019","Individual","Dominant","live",37.7,130.0,7.2,7.0,,28.0,13.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"0C6F906B264A44B6833930CA0A40E99E","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06020","Individual","Open Grown","live",52.1,130.0,14.9,13.5,,32.5,10.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"828F3206F80443FD96267D7530BFC484","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06014","Individual","Co-dominant","live",31.4,130.0,4.5,3.4,,32.0,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"AFDB9992694A455582D59CE878D7DE79","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06075","Individual","Overtopped","live",,,0.5,0.4,,0.3,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"311167C672EA4E56B8F6EC1929DB95B0","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06057","Individual","Overtopped","live",,,0.4,0.2,,0.2,2.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"01DEAC935F054872A29A82E53BCC4479","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06074","Individual","Overtopped","live",,,0.2,0.1,,0.3,0.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ","No leaves present | No leaves present",1,0
"496F34315C5B4798956FDD4CA74CF9BE","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06054","Individual","Overtopped","live",,,0.2,0.1,,0.2,2.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"669BC0420F6548FAA7F3EBD1DC3A85D8","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06059","Individual","Overtopped","live",,,0.2,0.2,,0.2,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"6CB38EACF46E4AD88E2D1D7D6E78AFD7","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06070","Individual","Overtopped","live",,,0.4,0.3,,0.3,4.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"1539388BEEE145C3BF1DFA54EA0C1DE2","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06073","Individual","Dominant","live",37.4,130.0,12.1,9.4,,26.4,10.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"295F73BEC85A465D82B6072D7C8284A6","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06071","Individual","Dominant","live",33.5,130.0,8.7,8.2,,21.4,10.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"6DDB5910B8BB40E0B21A7CBB039E1DE8","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06030","Individual","Overtopped","live",,,0.2,0.1,,21.0,3.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"ECECA166E3E7437EAF5C8861AF7311B2","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06027","Individual","Overtopped","live",,,0.2,0.2,,0.3,3.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"1A8D34B2721346EDBA1A71995A582682","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06025","Individual","Dominant","live",41.4,130.0,6.7,6.5,,28.0,10.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"9F74ADBE0A9C4B8C90615838125EF6C7","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06028","Individual","Overtopped","live",,,0.1,0.1,,15.0,3.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"E2181D2D47C14DC8A9EC4EE4DA37995B","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06024","Individual","Open Grown","live",76.1,130.0,16.7,13.0,,36.0,10.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"8F48096BC7A149ADA5140CB7B6593169","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06069","Individual","Overtopped","live",,,0.3,0.2,,0.2,0.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ","No leaves present | No leaves present",1,0
"3287A0757AB247E9BFBC608EA6687E3B","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06023","Individual","Dominant","live",31.6,130.0,4.9,3.4,,29.6,12.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"5242927467CD4811838FE65457A46DF3","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06031","Individual","Dominant","live",28.8,130.0,4.6,3.8,,30.0,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"E0F465062FB84BC096C633315DD41131","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06068","Individual","Overtopped","live",,,0.2,0.2,,0.2,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"2C64C816ECC54F46A9E07503D58E26FB","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06065","Individual","Dominant","live",36.9,130.0,7.8,6.8,,25.4,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"80C8EF53D1FA4B3A9BAFD0D5D50E0BF6","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06029","Individual","Overtopped","live",,,0.3,0.2,,34.0,3.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"391A2C004F1E436BB8103EE1D81B3677","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06037","Individual","Overtopped","live",,,0.4,0.3,,23.0,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"D10F6F5A649D495E9AAF93BA733AB145","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06067","Individual","Overtopped","live",,,0.2,0.1,,0.3,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"8743FF4A35D24EC39012EDAFB75A4EC9","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06040","Individual","Overtopped","live",,,0.2,0.2,,0.3,2.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"B5524607F1894AB3821BAAE668A27034","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06032","Individual","Overtopped","live",,23.0,0.2,0.2,,,4.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"D66560C7FF7F4BDF8FFA6D2AFE466DDD","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06039","Individual","Overtopped","live",,,0.2,0.1,,0.3,3.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"E003B566744D4F02BE2AC5338018AAD5","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06035","Individual","Overtopped","live",,,0.6,0.4,,43.0,4.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"558D7595995F4111BD756A94F439A616","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06080","Individual","Dominant","live",41.9,130.0,15.9,6.0,,34.0,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"10808B4DAB73442897B54B25DEE6E924","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06034","Individual","Overtopped","live",,,0.2,0.2,,18.0,3.5,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"5D75FBC7367845AD9EB635CBB626C287","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06042","Individual","Dominant","live",50.1,130.0,16.0,9.2,,29.0,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"F2B1BF51DDA24A12B33470E5EA13F8C2","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06079","Individual","Overtopped","live",,,0.3,0.2,,0.2,2.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"3229A4618A2149D1A7BD9EEE249379B6","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06077","Individual","Dominant","live",46.1,130.0,17.0,10.0,,31.3,9.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"DA017FF757554757A73E9688D5A2721A","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06003","Individual","Overtopped","live",,,0.3,0.2,,0.2,0.0,"diseased","fungus","NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"F172F914B4BB4CAE89438D38BEAD848D","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06043","Individual","Open Grown","live",53.6,130.0,10.3,6.3,,27.4,10.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
"7587ECF48F9D4BC085B5B8ED406CBEAA","D07","ORNL","ORNL_064","2014-10-28","NEON.PLA.D07.ORNL.06088","Individual","Intermediate","live",1.7,130.0,1.2,0.8,,3.0,11.0,"healthy",,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","FII5NHkrIeQI4f+soqpivO/xVBSahwuJ",,1,0
