mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
1061,DSNY_039,DSNY,pastureHay,distributed,basePlot,
1254,DSNY_041,DSNY,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
1766,DSNY_042,DSNY,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
2790,DSNY_043,DSNY,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
3302,DSNY_044,DSNY,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
5350,DSNY_045,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
5862,DSNY_046,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
7398,DSNY_047,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
9446,DSNY_048,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
10982,DSNY_049,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
11494,DSNY_050,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
11750,DSNY_051,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
16614,DSNY_052,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
17814,DSNY_053,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
19174,DSNY_054,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
19686,DSNY_055,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
19942,DSNY_056,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
23270,DSNY_057,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
23782,DSNY_058,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
26854,DSNY_059,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
31974,DSNY_060,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
33174,DSNY_061,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
38630,DSNY_062,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
41190,DSNY_063,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
43238,DSNY_064,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
44262,DSNY_065,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
50582,DSNY_066,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
54758,DSNY_067,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
57574,DSNY_068,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
58598,DSNY_069,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
62694,DSNY_070,DSNY,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
239846,DSNY_071,DSNY,,tower,phenology,phe
217318,DSNY_072,DSNY,,tower,phenology,phe
505,DSNY_073,DSNY,woodyWetlands,distributed,basePlot,
1509,DSNY_074,DSNY,pastureHay,distributed,basePlot,
9,DSNY_075,DSNY,pastureHay,distributed,mosquitoPoint,mpt|mos
14,DSNY_076,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
121,DSNY_077,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
142,DSNY_078,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
254,DSNY_079,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
441,DSNY_080,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
569,DSNY_081,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
882,DSNY_082,DSNY,woodyWetlands,distributed,mosquitoPoint,mpt|mos
1481,DSNY_083,DSNY,pastureHay,distributed,mosquitoPoint,mpt|mos
2597,DSNY_084,DSNY,pastureHay,distributed,mosquitoPoint,mpt|mos
22,JERC_001,JERC,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
34,JERC_002,JERC,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
34,JERC_002,JERC,evergreenForest,distributed,birdGrid,brd
34,JERC_002,JERC,evergreenForest,distributed,mammalGrid,mam
34,JERC_002,JERC,evergreenForest,distributed,tickPlot,tck
82,JERC_003,JERC,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
82,JERC_003,JERC,deciduousForest,distributed,birdGrid,brd
82,JERC_003,JERC,deciduousForest,distributed,mammalGrid,mam
98,JERC_004,JERC,cultivatedCrops,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
98,JERC_004,JERC,cultivatedCrops,distributed,tickPlot,tck
99,JERC_005,JERC,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
99,JERC_005,JERC,evergreenForest,distributed,birdGrid,brd
99,JERC_005,JERC,evergreenForest,distributed,mammalGrid,mam
99,JERC_005,JERC,evergreenForest,distributed,tickPlot,tck
123,JERC_006,JERC,mixedForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
123,JERC_006,JERC,mixedForest,distributed,birdGrid,brd
123,JERC_006,JERC,mixedForest,distributed,mammalGrid,mam
218,JERC_007,JERC,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
218,JERC_007,JERC,evergreenForest,distributed,tickPlot,
251,JERC_008,JERC,mixedForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
251,JERC_008,JERC,mixedForest,distributed,mammalGrid,mam
290,JERC_009,JERC,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
290,JERC_009,JERC,evergreenForest,distributed,mammalGrid,mam
302,JERC_010,JERC,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
302,JERC_010,JERC,deciduousForest,distributed,tickPlot,tck
306,JERC_011,JERC,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
306,JERC_011,JERC,evergreenForest,distributed,birdGrid,brd
306,JERC_011,JERC,evergreenForest,distributed,tickPlot,
315,JERC_012,JERC,cultivatedCrops,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
315,JERC_012,JERC,cultivatedCrops,distributed,tickPlot,
324,JERC_013,JERC,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
324,JERC_013,JERC,evergreenForest,distributed,birdGrid,brd
324,JERC_013,JERC,evergreenForest,distributed,tickPlot,
355,JERC_014,JERC,cultivatedCrops,distributed,basePlot,cdw|dhp|div|hbp|vst
355,JERC_014,JERC,cultivatedCrops,distributed,tickPlot,
379,JERC_015,JERC,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
434,JERC_016,JERC,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
434,JERC_016,JERC,deciduousForest,distributed,mammalGrid,mam
443,JERC_017,JERC,evergreenForest,distributed,basePlot,div
546,JERC_018,JERC,cultivatedCrops,distributed,basePlot,div
562,JERC_019,JERC,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
562,JERC_019,JERC,deciduousForest,distributed,mammalGrid,mam
578,JERC_020,JERC,cultivatedCrops,distributed,basePlot,div
580,JERC_021,JERC,evergreenForest,distributed,basePlot,div
622,JERC_022,JERC,evergreenForest,distributed,basePlot,div
674,JERC_023,JERC,cultivatedCrops,distributed,basePlot,
702,JERC_024,JERC,cultivatedCrops,distributed,basePlot,
706,JERC_025,JERC,cultivatedCrops,distributed,basePlot,
763,JERC_027,JERC,cultivatedCrops,distributed,basePlot,
822,JERC_028,JERC,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
822,JERC_028,JERC,deciduousForest,distributed,birdGrid,brd
834,JERC_029,JERC,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
882,JERC_030,JERC,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
894,JERC_031,JERC,mixedForest,distributed,basePlot,div
894,JERC_031,JERC,mixedForest,distributed,birdGrid,brd
918,JERC_032,JERC,cultivatedCrops,distributed,basePlot,
955,JERC_033,JERC,mixedForest,distributed,basePlot,div
1018,JERC_034,JERC,deciduousForest,distributed,basePlot,div
1018,JERC_034,JERC,deciduousForest,distributed,tickPlot,tck
1035,JERC_035,JERC,deciduousForest,distributed,basePlot,div
1074,JERC_036,JERC,deciduousForest,distributed,basePlot,div
1074,JERC_036,JERC,deciduousForest,distributed,tickPlot,
1118,JERC_037,JERC,deciduousForest,distributed,tickPlot,
1190,JERC_038,JERC,mixedForest,distributed,basePlot,
1270,JERC_039,JERC,deciduousForest,distributed,tickPlot,
1390,JERC_040,JERC,mixedForest,distributed,basePlot,
1526,JERC_041,JERC,mixedForest,distributed,basePlot,
1646,JERC_042,JERC,mixedForest,distributed,basePlot,
1646,JERC_042,JERC,mixedForest,distributed,birdGrid,brd
1666,JERC_043,JERC,cultivatedCrops,distributed,tickPlot,
1818,JERC_044,JERC,mixedForest,distributed,basePlot,
1818,JERC_044,JERC,mixedForest,distributed,tickPlot,tck
1846,JERC_045,JERC,mixedForest,distributed,tickPlot,
2894,JERC_046,JERC,mixedForest,distributed,tickPlot,
158,JERC_047,JERC,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
574,JERC_048,JERC,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
830,JERC_049,JERC,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
926,JERC_050,JERC,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
1342,JERC_051,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1506,JERC_052,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2018,JERC_053,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2462,JERC_054,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2530,JERC_055,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2770,JERC_056,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3038,JERC_057,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
4066,JERC_058,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
7742,JERC_059,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
8510,JERC_060,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12770,JERC_061,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
14238,JERC_062,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
15330,JERC_063,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
22750,JERC_064,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
52542,JERC_065,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
61246,JERC_066,JERC,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
21986,JERC_067,JERC,,tower,phenology,phe
6558,JERC_068,JERC,,tower,phenology,phe
68,JERC_069,JERC,evergreenForest,distributed,mosquitoPoint,mpt|mos
154,JERC_070,JERC,evergreenForest,distributed,mosquitoPoint,mpt|mos
210,JERC_071,JERC,deciduousForest,distributed,mosquitoPoint,mpt|mos
250,JERC_072,JERC,evergreenForest,distributed,mosquitoPoint,mpt|mos
254,JERC_073,JERC,evergreenForest,distributed,mosquitoPoint,mpt|mos
694,JERC_074,JERC,deciduousForest,distributed,mosquitoPoint,mpt|mos
722,JERC_075,JERC,mixedForest,distributed,mosquitoPoint,mpt|mos
854,JERC_076,JERC,deciduousForest,distributed,mosquitoPoint,mpt|mos
942,JERC_077,JERC,mixedForest,distributed,mosquitoPoint,mpt|mos
1730,JERC_078,JERC,mixedForest,distributed,mosquitoPoint,mpt|mos
11,OSBS_001,OSBS,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
11,OSBS_001,OSBS,woodyWetlands,distributed,birdGrid,brd
11,OSBS_001,OSBS,woodyWetlands,distributed,tickPlot,tck
47,OSBS_002,OSBS,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
47,OSBS_002,OSBS,evergreenForest,distributed,birdGrid,brd
47,OSBS_002,OSBS,evergreenForest,distributed,tickPlot,tck
47,OSBS_002,OSBS,evergreenForest,distributed,mammalGrid,mam
48,OSBS_003,OSBS,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
48,OSBS_003,OSBS,evergreenForest,distributed,birdGrid,brd
48,OSBS_003,OSBS,evergreenForest,distributed,tickPlot,tck
48,OSBS_003,OSBS,evergreenForest,distributed,mammalGrid,mam
87,OSBS_004,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
87,OSBS_004,OSBS,evergreenForest,distributed,birdGrid,brd
87,OSBS_004,OSBS,evergreenForest,distributed,tickPlot,tck
87,OSBS_004,OSBS,evergreenForest,distributed,mammalGrid,mam
99,OSBS_005,OSBS,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
99,OSBS_005,OSBS,woodyWetlands,distributed,birdGrid,brd
99,OSBS_005,OSBS,woodyWetlands,distributed,tickPlot,tck
99,OSBS_005,OSBS,woodyWetlands,distributed,mammalGrid,mam
119,OSBS_006,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
119,OSBS_006,OSBS,evergreenForest,distributed,birdGrid,brd
119,OSBS_006,OSBS,evergreenForest,distributed,mammalGrid,mam
119,OSBS_006,OSBS,evergreenForest,distributed,tickPlot,tck
151,OSBS_007,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
179,OSBS_008,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
179,OSBS_008,OSBS,evergreenForest,distributed,birdGrid,brd
179,OSBS_008,OSBS,evergreenForest,distributed,tickPlot,tck
219,OSBS_009,OSBS,woodyWetlands,distributed,birdGrid,brd
219,OSBS_009,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
240,OSBS_010,OSBS,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
240,OSBS_010,OSBS,evergreenForest,distributed,tickPlot,tck
255,OSBS_011,OSBS,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
319,OSBS_012,OSBS,woodyWetlands,distributed,birdGrid,brd
319,OSBS_012,OSBS,woodyWetlands,distributed,mammalGrid,mam
319,OSBS_012,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
343,OSBS_013,OSBS,evergreenForest,distributed,basePlot,div
407,OSBS_014,OSBS,evergreenForest,distributed,basePlot,div
431,OSBS_015,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
431,OSBS_015,OSBS,woodyWetlands,distributed,tickPlot,tck
535,OSBS_016,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
535,OSBS_016,OSBS,woodyWetlands,distributed,tickPlot,tck
591,OSBS_017,OSBS,woodyWetlands,distributed,basePlot,div
591,OSBS_017,OSBS,woodyWetlands,distributed,tickPlot,tck
624,OSBS_018,OSBS,woodyWetlands,distributed,basePlot,div
663,OSBS_019,OSBS,emergentHerbaceousWetlands,distributed,basePlot,div
688,OSBS_020,OSBS,woodyWetlands,distributed,basePlot,div
816,OSBS_021,OSBS,woodyWetlands,distributed,basePlot,div
855,OSBS_022,OSBS,emergentHerbaceousWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
855,OSBS_022,OSBS,emergentHerbaceousWetlands,distributed,tickPlot,tck
2111,OSBS_023,OSBS,emergentHerbaceousWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
2111,OSBS_023,OSBS,emergentHerbaceousWetlands,distributed,mammalGrid,mam
2111,OSBS_023,OSBS,emergentHerbaceousWetlands,distributed,tickPlot,tck
2303,OSBS_024,OSBS,emergentHerbaceousWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
307,OSBS_025,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
311,OSBS_026,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
1335,OSBS_027,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
1395,OSBS_028,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1591,OSBS_029,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
3443,OSBS_030,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
5111,OSBS_031,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
5431,OSBS_032,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
6711,OSBS_033,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
8695,OSBS_034,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
9587,OSBS_035,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
10807,OSBS_036,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12279,OSBS_037,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12595,OSBS_038,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12599,OSBS_039,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12791,OSBS_040,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
13683,OSBS_041,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
15667,OSBS_042,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
31287,OSBS_043,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
42295,OSBS_044,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1H,OSBS_045,OSBS,,tower,phenology,phe
2H,OSBS_046,OSBS,,tower,phenology,phe
211,OSBS_047,OSBS,emergentHerbaceousWetlands,distributed,birdGrid,brd
288,OSBS_048,OSBS,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
50775,OSBS_049,OSBS,emergentHerbaceousWetlands,distributed,basePlot,div
54387,OSBS_050,OSBS,emergentHerbaceousWetlands,distributed,basePlot,div
202691,OSBS_051,OSBS,emergentHerbaceousWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
32,OSBS_052,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
71,OSBS_053,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
112,OSBS_054,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
188,OSBS_055,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
399,OSBS_056,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
447,OSBS_057,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
2827,OSBS_058,OSBS,woodyWetlands,distributed,mosquitoPoint,mpt|mos
3671,OSBS_059,OSBS,emergentHerbaceousWetlands,distributed,mosquitoPoint,mpt|mos
7715,OSBS_060,OSBS,woodyWetlands,distributed,mosquitoPoint,mpt|mos
19287,OSBS_061,OSBS,emergentHerbaceousWetlands,distributed,mosquitoPoint,mpt|mos
11,OSBS_001,OSBS,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
11,OSBS_001,OSBS,woodyWetlands,distributed,birdGrid,brd
11,OSBS_001,OSBS,woodyWetlands,distributed,tickPlot,tck
47,OSBS_002,OSBS,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
47,OSBS_002,OSBS,evergreenForest,distributed,birdGrid,brd
47,OSBS_002,OSBS,evergreenForest,distributed,tickPlot,tck
47,OSBS_002,OSBS,evergreenForest,distributed,mammalGrid,mam
48,OSBS_003,OSBS,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
48,OSBS_003,OSBS,evergreenForest,distributed,birdGrid,brd
48,OSBS_003,OSBS,evergreenForest,distributed,tickPlot,tck
48,OSBS_003,OSBS,evergreenForest,distributed,mammalGrid,mam
87,OSBS_004,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
87,OSBS_004,OSBS,evergreenForest,distributed,birdGrid,brd
87,OSBS_004,OSBS,evergreenForest,distributed,tickPlot,tck
87,OSBS_004,OSBS,evergreenForest,distributed,mammalGrid,mam
99,OSBS_005,OSBS,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
99,OSBS_005,OSBS,woodyWetlands,distributed,birdGrid,brd
99,OSBS_005,OSBS,woodyWetlands,distributed,tickPlot,tck
99,OSBS_005,OSBS,woodyWetlands,distributed,mammalGrid,mam
119,OSBS_006,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
119,OSBS_006,OSBS,evergreenForest,distributed,birdGrid,brd
119,OSBS_006,OSBS,evergreenForest,distributed,mammalGrid,mam
119,OSBS_006,OSBS,evergreenForest,distributed,tickPlot,tck
151,OSBS_007,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
179,OSBS_008,OSBS,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
179,OSBS_008,OSBS,evergreenForest,distributed,birdGrid,brd
179,OSBS_008,OSBS,evergreenForest,distributed,tickPlot,tck
219,OSBS_009,OSBS,woodyWetlands,distributed,birdGrid,brd
219,OSBS_009,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
240,OSBS_010,OSBS,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
240,OSBS_010,OSBS,evergreenForest,distributed,tickPlot,tck
255,OSBS_011,OSBS,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
319,OSBS_012,OSBS,woodyWetlands,distributed,birdGrid,brd
319,OSBS_012,OSBS,woodyWetlands,distributed,mammalGrid,mam
319,OSBS_012,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
343,OSBS_013,OSBS,evergreenForest,distributed,basePlot,div
407,OSBS_014,OSBS,evergreenForest,distributed,basePlot,div
431,OSBS_015,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
431,OSBS_015,OSBS,woodyWetlands,distributed,tickPlot,tck
535,OSBS_016,OSBS,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
535,OSBS_016,OSBS,woodyWetlands,distributed,tickPlot,tck
591,OSBS_017,OSBS,woodyWetlands,distributed,basePlot,div
591,OSBS_017,OSBS,woodyWetlands,distributed,tickPlot,tck
624,OSBS_018,OSBS,woodyWetlands,distributed,basePlot,div
663,OSBS_019,OSBS,emergentHerbaceousWetlands,distributed,basePlot,div
688,OSBS_020,OSBS,woodyWetlands,distributed,basePlot,div
816,OSBS_021,OSBS,woodyWetlands,distributed,basePlot,div
855,OSBS_022,OSBS,emergentHerbaceousWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
855,OSBS_022,OSBS,emergentHerbaceousWetlands,distributed,tickPlot,tck
2111,OSBS_023,OSBS,emergentHerbaceousWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
2111,OSBS_023,OSBS,emergentHerbaceousWetlands,distributed,mammalGrid,mam
2111,OSBS_023,OSBS,emergentHerbaceousWetlands,distributed,tickPlot,tck
2303,OSBS_024,OSBS,emergentHerbaceousWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
307,OSBS_025,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
311,OSBS_026,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
1335,OSBS_027,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
1395,OSBS_028,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1591,OSBS_029,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
3443,OSBS_030,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
5111,OSBS_031,OSBS,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
5431,OSBS_032,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
6711,OSBS_033,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
8695,OSBS_034,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
9587,OSBS_035,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
10807,OSBS_036,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12279,OSBS_037,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12595,OSBS_038,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12599,OSBS_039,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12791,OSBS_040,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
13683,OSBS_041,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
15667,OSBS_042,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
31287,OSBS_043,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
42295,OSBS_044,OSBS,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1H,OSBS_045,OSBS,,tower,phenology,phe
2H,OSBS_046,OSBS,,tower,phenology,phe
211,OSBS_047,OSBS,emergentHerbaceousWetlands,distributed,birdGrid,brd
288,OSBS_048,OSBS,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
50775,OSBS_049,OSBS,emergentHerbaceousWetlands,distributed,basePlot,div
54387,OSBS_050,OSBS,emergentHerbaceousWetlands,distributed,basePlot,div
202691,OSBS_051,OSBS,emergentHerbaceousWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
32,OSBS_052,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
71,OSBS_053,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
112,OSBS_054,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
188,OSBS_055,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
399,OSBS_056,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
447,OSBS_057,OSBS,evergreenForest,distributed,mosquitoPoint,mpt|mos
2827,OSBS_058,OSBS,woodyWetlands,distributed,mosquitoPoint,mpt|mos
3671,OSBS_059,OSBS,emergentHerbaceousWetlands,distributed,mosquitoPoint,mpt|mos
