"uid","date","plotID","subplotID","nestedSubplotID","tagID","supportingStemTagID","pointID","stemAzimuth","stemDistance","scientificName","identificationQualifier","growthForm","remarks"
128,20141119,"SCBI_062",39,1,"0646",,,,,"Lindera benzoin",,"smt",
129,20141119,"SCBI_062",39,1,"0647",,,,,"Lindera benzoin",,"sap",
130,20141119,"SCBI_062",39,1,"0648",,,,,"Lindera benzoin",,"sap",
131,20141119,"SCBI_062",39,1,"0649",,,,,"Lindera benzoin",,"smt",
132,20141119,"SCBI_062",39,1,"0650",,,,,"Lindera benzoin",,"sap","no transcription errors found"
133,20141119,"SCBI_062",39,1,"0651",,,,,"Lindera benzoin",,"sap",
134,20141119,"SCBI_062",39,1,"0652",,,,,"Lindera benzoin",,"sms",
135,20141119,"SCBI_062",21,4,"0653",,,,,"Lindera benzoin",,"sap",
136,20141119,"SCBI_062",21,4,"0654",,,,,"Lindera benzoin",,"smt",
137,20141119,"SCBI_062",21,4,"0655",,,,,"Lindera benzoin",,"sms",
138,20141119,"SCBI_062",21,4,"0656",,,,,"Lindera benzoin",,"sis",
139,20141119,"SCBI_062",21,4,"0657",,,,,"Lindera benzoin",,"sms",
140,20141119,"SCBI_062",21,4,"0658",,,,,"Vitis",,"lia","vine"
141,20141119,"SCBI_062",21,4,"0659",,,,,"Vitis",,"lia","vine"
142,20141119,"SCBI_062",21,4,"0660",,,,,"Lindera benzoin",,"sms","no transcription errors found"
143,20141119,"SCBI_062",21,4,"0661",,,,,"Lindera benzoin",,"sis",
144,20141119,"SCBI_062",21,1,"0662",,,,,"Lindera benzoin",,"sap",
145,20141119,"SCBI_062",21,1,"0663",,,,,"Lindera benzoin",,"sap",
146,20141119,"SCBI_062",21,1,"0664",,,,,"Lindera benzoin",,"smt",
147,20141119,"SCBI_062",21,1,"0665",,,,,"Lindera benzoin",,"smt",
148,20141119,"SCBI_062",21,1,"0666",,,,,"Lindera benzoin",,"smt",
149,20141119,"SCBI_062",21,1,"0667",,,,,"Lindera benzoin",,"smt",
150,20141119,"SCBI_062",21,1,"0668",,,,,"Lindera benzoin",,"smt",
151,20141119,"SCBI_062",21,1,"0669",,,,,"Lindera benzoin",,"smt",
152,20141119,"SCBI_062",21,1,"0670",,,,,"Lindera benzoin",,"sis","no transcription errors found"
153,20141119,"SCBI_062",21,1,"0671",,,,,"Lindera benzoin",,"sis",
154,20141119,"SCBI_062",21,1,"0672",,,,,"Lindera benzoin",,"sap",
155,20141119,"SCBI_062",21,1,"0673",,,,,"Lindera benzoin",,"sap",
156,20141119,"SCBI_062",21,1,"0674",,,,,"Lindera benzoin",,"sap",
157,20141119,"SCBI_062",21,1,"0675",,,,,"Lindera benzoin",,"sap",
158,20141119,"SCBI_062",21,1,"0676",,,,,"Lindera benzoin",,"sap",
159,20141119,"SCBI_062",21,1,"0677",,,,,"Lindera benzoin",,"sap",
160,20141119,"SCBI_062",21,1,"0678",,,,,"Lindera benzoin",,"sap",
161,20141119,"SCBI_062",21,1,"0679",,,,,"Lindera benzoin",,"sap",
162,20141119,"SCBI_062",21,1,"0680",,,,,"Lindera benzoin",,"sap","no transcription errors found"
163,20141119,"SCBI_062",21,1,"0681",,,,,"Lindera benzoin",,"sap",
164,20141119,"SCBI_062",21,1,"0682",,,,,"Lindera benzoin",,"sms",
165,20141119,"SCBI_062",21,1,"0683",,,,,"Lindera benzoin",,"smt",
166,20141119,"SCBI_062",21,1,"0684",,,,,"Lindera benzoin",,"sap",
167,20141119,"SCBI_062",21,1,"0685",,,,,"Lindera benzoin",,"sis",
168,20141119,"SCBI_062",21,1,"0686",,,,,"Lindera benzoin",,"sms",
169,20141119,"SCBI_062",21,1,"0687",,,,,"Lindera benzoin",,"smt",
170,20141119,"SCBI_062",21,1,"0688",,,,,"Lindera benzoin",,"sap",
171,20141119,"SCBI_062",21,1,"0689",,,,,"Lindera benzoin",,"sap",
172,20141119,"SCBI_062",21,1,"0690",,,,,"Lindera benzoin",,"sis","no transcription errors found"
173,20141119,"SCBI_062",21,1,"0691",,,,,"Lindera benzoin",,"sap",
174,20141119,"SCBI_062",21,1,"0692",,,,,"Lindera benzoin",,"sap",
175,20141119,"SCBI_062",21,1,"0693",,,,,"Lindera benzoin",,"sis",
176,20141119,"SCBI_062",21,1,"0694",,,,,"Lindera benzoin",,"smt",
177,20141119,"SCBI_062",21,1,"0695",,,,,"Lindera benzoin",,"sis",
178,20141120,"SCBI_062",21,1,"0696",,,,,"Lindera benzoin",,"sms",
179,20141120,"SCBI_062",21,1,"0697",,,,,"Ulmus",,"smt",
180,20141120,"SCBI_062",21,1,"0698",,,,,"Lindera benzoin",,"sap",
181,20141120,"SCBI_062",21,1,"0699",,,,,"Lindera benzoin",,"sap",
182,20141120,"SCBI_062",21,1,"0700",,,,,"Lindera benzoin",,"smt","no transcription errors found"
183,20141120,"SCBI_062",21,1,"0701",,,,,"Lindera benzoin",,"sis",
184,20141120,"SCBI_062",21,1,"0702",,,,,"Vitis",,"lia",
185,20141120,"SCBI_062",21,1,"0703",,,,,"Vitis",,"lia",
186,20141120,"SCBI_062",21,1,"0704",,,,,"Vitis",,"lia",
187,20141120,"SCBI_062",41,1,"0705",,,,,"Lindera benzoin",,"sms",
188,20141120,"SCBI_062",41,1,"0706",,,,,"Lindera benzoin",,"sap",
189,20141120,"SCBI_062",41,1,"0707",,,,,"Lindera benzoin",,"sap",
190,20141120,"SCBI_062",41,1,"0708",,,,,"Lindera benzoin",,"sap",
191,20141120,"SCBI_062",41,1,"0709",,,,,"Lindera benzoin",,"sms",
192,20141120,"SCBI_062",41,1,"0710",,,,,"Lindera benzoin",,"sap","no transcription errors found"
193,20141120,"SCBI_062",41,1,"0711",,,,,"Lindera benzoin",,"sap",
194,20141120,"SCBI_062",41,1,"0712",,,,,"Lindera benzoin",,"sap",
195,20141120,"SCBI_062",41,1,"0713",,,,,,,"smt",
196,20141120,"SCBI_062",41,1,"0714",,,,,"Lindera benzoin",,"sap",
197,20141120,"SCBI_062",41,1,"0715",,,,,,,"smt",
198,20141120,"SCBI_062",41,1,"0716",,,,,"Lindera benzoin",,"sap",
199,20141120,"SCBI_062",41,1,"0718",,,,,"Lindera benzoin",,"sap",
200,20141120,"SCBI_062",41,1,"0719",,,,,"Lindera benzoin",,"sap",
201,20141120,"SCBI_062",41,1,"0720",,,,,"Lindera benzoin",,"sms",
202,20141120,"SCBI_062",41,1,"0721",,,,,"Lindera benzoin",,"sms","no transcription errors found"
203,20141124,"SCBI_062",41,4,"0966",,,,,"Lindera benzoin",,"sis",
204,20141124,"SCBI_062",41,4,"0967",,,,,"Lindera benzoin",,"sms",
205,20141124,"SCBI_062",41,4,"0968",,,,,"Lindera benzoin",,"sap",
206,20141124,"SCBI_062",41,4,"0969",,,,,"Lindera benzoin",,"sap",
207,20141124,"SCBI_062",41,4,"0970",,,,,"Lindera benzoin",,"sap",
208,20141124,"SCBI_062",41,4,"0971",,,,,"Lindera benzoin",,"sms",
209,20141124,"SCBI_062",41,4,"0972",,,,,"Lindera benzoin",,"sap",
210,20141124,"SCBI_062",41,4,"0973",,,,,,,"sap",
211,20141124,"SCBI_062",41,4,"0974",,,,,"Lindera benzoin",,"sap","no transcription errors found"
212,20141124,"SCBI_062",41,4,"0975",,,,,"Lindera benzoin",,"sap",
213,20141124,"SCBI_062",41,4,"0976",,,,,"Lindera benzoin",,"sap",
214,20141124,"SCBI_062",23,2,"0977",,,,,,,"smt",
215,20141124,"SCBI_062",23,2,"0978",,,,,,,"smt",
216,20141124,"SCBI_062",23,2,"0979",,,,,,,"smt",
217,20141124,"SCBI_062",23,2,"0980",,,,,,,"smt",
218,20141124,"SCBI_062",23,2,"0981",,,,,,,"smt",
219,20141124,"SCBI_062",23,2,"0982",,,,,,,"smt",
220,20141124,"SCBI_062",23,2,"0983",,,,,,,"smt",
221,20141124,"SCBI_062",23,2,"0984",,,,,,,"smt","no transcription errors found"
222,20141124,"SCBI_062",23,2,"0985",,,,,,,"smt",
223,20141124,"SCBI_062",23,2,"0986",,,,,,,"smt",
224,20141124,"SCBI_062",23,2,"0987",,,,,,,"smt",
225,20141124,"SCBI_062",23,2,"0988",,,,,,,"smt",
226,20141124,"SCBI_062",23,2,"0989",,,,,,,"smt",
227,20141124,"SCBI_062",23,2,"0990",,,,,,,"smt",
228,20141124,"SCBI_062",23,2,"0991","472",,,,"Vitis",,"lia",
229,20141124,"SCBI_062",23,2,"0992",,,,,,,"sap",
230,20141124,"SCBI_062",23,2,"0993",,,,,,,"sap",
231,20141124,"SCBI_062",23,2,"0994",,,,,,,"sap","no transcription errors found"
232,20141124,"SCBI_062",23,2,"0995",,,,,,,"sap",
233,20141124,"SCBI_062",23,2,"0996",,,,,,,"sap",
234,20141124,"SCBI_062",23,4,"0997",,,,,"Lindera benzoin",,"sap",
235,20141124,"SCBI_062",23,4,"0998",,,,,,,"sap",
236,20141124,"SCBI_062",23,4,"0999",,,,,"Lindera benzoin",,"sis",
237,20141124,"SCBI_062",23,4,"1000",,,,,"Lindera benzoin",,"sap",
238,20141124,"SCBI_062",23,4,"2141",,,,,"Lindera benzoin",,"sms",
239,20141124,"SCBI_062",23,4,"2142",,,,,"Lindera benzoin",,"sis",
240,20141124,"SCBI_062",23,4,"2143",,,,,"Lindera benzoin",,"sis",
241,20141124,"SCBI_062",23,4,"2144",,,,,"Lindera benzoin",,"sms","no transcription errors found"
242,20141124,"SCBI_062",23,4,"2145",,,,,"Lindera benzoin",,"sms",
243,20141124,"SCBI_062",23,4,"2146",,,,,"Lindera benzoin",,"sms",
244,20141124,"SCBI_062",23,4,"2147",,,,,"Lindera benzoin",,"sap",
245,20141124,"SCBI_062",23,4,"2148",,,,,,,"smt",
246,20141124,"SCBI_062",23,4,"2149",,,,,"Lindera benzoin",,"sap",
247,20141124,"SCBI_062",23,4,"2150",,,,,"Lindera benzoin",,"smt",
248,20141124,"SCBI_062",23,4,"2151",,,,,"Fraxinus americana var. microcarpa","cf. species","sms",
249,20141120,"SCBI-063",39,,"0757",,59,"190.6","12.6","Liriodendron tulipifera",,"sbt",
250,20141120,"SCBI-063",39,,"0765",,59,"213.1","4.7","Quercus alba","cf. species","sbt",
251,20141120,"SCBI-063",39,,"0766",,59,"262.3","10.2","Ulmus americana","cf. species","sbt",
252,20141120,"SCBI-063",39,,"0737",,59,"243","21.4","Carya tomentosa",,"sbt",
253,20141120,"SCBI-063",39,,"0736",,59,"238.5","21.2","Liriodendron tulipifera",,"sbt",
254,20141120,"SCBI-063",39,,"0753",,59,"223.5","15.8","Liriodendron tulipifera",,"sbt",
255,20141120,"SCBI-063",39,,"0761",,59,"218","14.8","Liriodendron tulipifera",,"sbt",
256,20141120,"SCBI-063",39,,"0733",,59,"202","20.6","Juglans nigra",,"sbt",
257,20141120,"SCBI-063",39,,"0734",,59,"223","23.4","Liriodendron tulipifera",,"sbt",
258,20141120,"SCBI-063",39,,"0735",,59,"228.1","26.9","Fraxinus americana","cf. species","sbt",
259,20141120,"SCBI-063",21,,"0758",,39,"104","5.2","Fraxinus americana","cf. species","sbt",
260,20141120,"SCBI-063",21,,"0756",,39,"108.8","9.1","Liriodendron tulipifera",,"sbt",
261,20141120,"SCBI-063",21,,"0755",,39,"105.5","15.9","Liriodendron tulipifera",,"sbt",
262,20141120,"SCBI-063",21,,"0728",,39,"113","19.1","Juglans nigra",,"sbt",
263,20141120,"SCBI-063",21,,"0727",,39,"126.5","14.5","Liriodendron tulipifera",,"mbt",
264,20141120,"SCBI-063",21,,"0727A",,39,"126.5","14.5","Liriodendron tulipifera",,"mbt",
265,20141120,"SCBI-063",21,,"0743",,39,"128.7","11.4",,,"sbt",
266,20141120,"SCBI-063",21,,"0740",,39,"147.9","8.5",,,"sbt",
267,20141120,"SCBI-063",21,,"0744",,39,"163.9","11.1","Liriodendron tulipifera",,"sbt",
268,20141120,"SCBI-063",21,,"0741",,39,"170.9","10.4","Liriodendron tulipifera",,"sbt",
269,20141120,"SCBI-063",21,,"0726",,39,"179.6","17.2","Liriodendron tulipifera",,"sbt",
270,20141120,"SCBI-063",21,,"0725",,39,"166.5","19.1",,,"sbt",
271,20141120,"SCBI-063",21,,"0724",,39,"148.6","19.4","Quercus alba",,"sbt",
272,20141120,"SCBI-063",21,,"0745",,39,"137","17.5","Juglans nigra",,"sbt",
273,20141120,"SCBI-063",21,,"0723",,39,"142.8","20.7","Liriodendron tulipifera",,"sbt",
274,20141120,"SCBI-063",21,,"0746",,39,"133.6","19.9","Liriodendron tulipifera",,"sbt",
275,20141120,"SCBI-063",41,1,"0742",,,,,"Lindera benzoin",,"sap","no transcription errors found"
276,20141120,"SCBI-063",41,1,"0748",,,,,"Lindera benzoin",,"smt",
277,20141120,"SCBI-063",41,1,"0752",,,,,"Lindera benzoin",,"sap","no transcription errors found"
278,20141120,"SCBI-063",41,1,"0762",,,,,"Lindera benzoin",,"sis","no transcription errors found"
279,20141120,"SCBI-063",41,1,"0770",,,,,"Lindera benzoin",,"sms",
280,20141120,"SCBI-063",41,1,"0771",,,,,"Lindera benzoin",,"sms",
281,20141120,"SCBI-063",41,1,"0772",,,,,"Lindera benzoin",,"sms",
282,20141120,"SCBI-063",41,1,"0773",,,,,"Lindera benzoin",,"sms","no transcription errors found"
283,20141120,"SCBI-063",41,1,"0774",,,,,"Lindera benzoin",,"sms",
284,20141120,"SCBI-063",41,4,"0775",,,,,"Lindera benzoin",,"smt",
285,20141120,"SCBI-063",41,4,"0776",,,,,"Lindera benzoin",,"sap",
286,20141120,"SCBI-063",41,4,"0777",,,,,"Lindera benzoin",,"sap",
287,20141120,"SCBI-063",41,4,"0778",,,,,"Lindera benzoin",,"sms",
288,20141120,"SCBI-063",41,4,"0779",,,,,"Lindera benzoin",,"sap",
289,20141120,"SCBI-063",41,4,"0780",,,,,"Lindera benzoin",,"sap",
290,20141120,"SCBI-063",41,4,"0781",,,,,"Lindera benzoin",,"sms",
291,20141120,"SCBI-063",41,4,"0782",,,,,"Fraxinus americana",,"smt",
292,20141120,"SCBI-063",41,4,"0783",,,,,"Lindera benzoin",,"sms","no transcription errors found"
293,20141120,"SCBI-063",41,4,"0784",,,,,"Lindera benzoin",,"sms",
294,20141120,"SCBI-063",41,4,"0785",,,,,"Lindera benzoin",,"sap",
295,20141120,"SCBI-063",41,4,"0786",,,,,"Lindera benzoin",,"sap",
296,20141120,"SCBI-063",41,4,"0787",,,,,"Lindera benzoin",,"sap",
297,20141120,"SCBI-063",41,4,"0788",,,,,"Lindera benzoin",,"sap",
298,20141120,"SCBI-063",41,4,"0789",,,,,"Lindera benzoin",,"sap",
299,20141120,"SCBI-063",41,4,"0790",,,,,"Lindera benzoin",,"sap",
300,20141120,"SCBI-063",41,4,"0791",,,,,"Lindera benzoin",,"sis",
301,20141120,"SCBI-063",41,4,"0792",,,,,"Lindera benzoin",,"smt",
302,20141120,"SCBI-063",41,4,"0793",,,,,"Fraxinus americana",,"smt","no transcription errors found"
303,20141120,"SCBI-063",41,4,"0794",,,,,"Lindera benzoin",,"sis",
304,20141120,"SCBI-063",41,4,"0795",,,,,"Lindera benzoin",,"sap",
305,20141120,"SCBI-063",41,4,"0796",,,,,"Lindera benzoin",,"sms",
306,20141120,"SCBI-063",41,4,"0797",,,,,"Lindera benzoin",,"smt",
307,20141120,"SCBI-063",41,4,"0798",,,,,"Lindera benzoin",,"sms",
308,20141120,"SCBI-063",41,4,"0799",,,,,"Lindera benzoin",,"sap",
309,20141120,"SCBI-063",41,4,"0800",,,,,"Lindera benzoin",,"sap",
310,20141120,"SCBI-063",41,4,"0801",,,,,"Lindera benzoin",,"sap",
311,20141121,"SCBI-063",21,1,"0884",,,,,"Lindera benzoin",,"sap",
312,20141121,"SCBI-063",21,1,"0885",,,,,"Lindera benzoin",,"sap",
313,20141121,"SCBI-063",21,1,"0886",,,,,"Lindera benzoin",,"sap",
314,20141121,"SCBI-063",21,1,"0887",,,,,"Lindera benzoin",,"sap",
315,20141121,"SCBI-063",21,1,"0888",,,,,"Lindera benzoin",,"sap",
316,20141121,"SCBI-063",21,1,"0889",,,,,"Carya tomentosa","cf. species","smt",
317,20141121,"SCBI-063",21,1,"0890",,,,,"Vitis",,"lia",
318,20141121,"SCBI-063",21,1,"0891",,,,,"Lindera benzoin",,"sap",
319,20141121,"SCBI-063",21,1,"0892",,,,,"Lindera benzoin",,"sms",
320,20141121,"SCBI-063",21,1,"0893",,,,,"Lindera benzoin",,"sap","no transcription errors found"
321,20141121,"SCBI-063",21,1,"0894",,,,,"Lindera benzoin",,"sap",
322,20141121,"SCBI-063",21,1,"0895",,,,,"Lindera benzoin",,"sap",
323,20141121,"SCBI-063",21,1,"0896",,,,,"Lindera benzoin",,"sap",
324,20141121,"SCBI-063",21,1,"0897",,,,,"Lindera benzoin",,"sap",
325,20141121,"SCBI-063",21,1,"0898",,,,,"Lindera benzoin",,"sap",
326,20141121,"SCBI-063",21,1,"0899",,,,,"Lindera benzoin",,"sap",
