"country","stateProvince","county","domainName","domainID","siteName","siteID","plotType","subtype","subtypeSpecification","plotID","plotSize","plotDimensions","referencePointPosition","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","elevation","elevationUncertainty","minimumElevation","maximumElevation","slopeGradient","slopeAspect","nlcdClass","soilTypeOrder","inclusionProbability","coordinateSource","recordedDate","filteredPositions","plotPdop","plotHdop","applicableModules"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mammalGrid","diversity","CPER_011","8100","90m x 90m","E5","40.86758044","-104.7036352","WGS84","13N","524974.57","4524099.666","0.1","1647.126","0.1","1646.76","1649.91","1.626976967","241.0735474","grasslandHerbaceous","Mollisols","","GeoXH 6000","4/24/2013","127","1.4","0.8","mam|rpt"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_012","1600","40m x 40m","41","40.80212634","-104.7712513","WGS84","13N","519295.541","4516816.756","0.1","1644.582","0.1","1642.01","1645.45","4.1","4.2","grasslandHerbaceous","Aridisols","","GeoXH 6000","4/26/2013","122","2","1.1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_013","1600","40m x 40m","41","40.82197908","-104.7128397","WGS84","13N","524215.497","4519035.026","0.1","1623.58","0.1","1623.36","1625.46","0","0","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/30/2013","201","1.9","1.1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_014","1600","40m x 40m","41","40.80790495","-104.697947","WGS84","13N","525476.749","4517476.932","0.1","1611.835","0.1","1609.72","1612.01","0","0","grasslandHerbaceous","Entisols","","GeoXH 6000","4/26/2013","184","4.2","1.6","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_014","250000","500m x 500m","B2","40.80600135","-104.6981479","WGS84","13N","525460.528","4517265.563","0.1","1610.559","0.1","1606.36","1616.65","0.776642084","56.61103821","grasslandHerbaceous","Alfisols","","GeoXH 6000","5/13/2013","127","3.8","1.5","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_015","1600","40m x 40m","41","40.85313257","-104.7447364","WGS84","13N","521515.651","4522484.943","0.1","1670.488","0.1","1668.41","1671.37","3.3","197","grasslandHerbaceous","Aridisols","","GeoXH 6000","4/25/2013","125","2.1","1.1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_015","250000","500m x 500m","B2","40.85217529","-104.7430605","WGS84","13N","521657.225","4522379.091","0.1","1668.013","0.1","1655.53","1686.23","4.530591965","41.19152832","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/25/2013","124","2.2","1.2","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mammalGrid","diversity","CPER_015","8100","90m x 90m","E5","40.85317365","-104.7430096","WGS84","13N","521661.184","4522489.928","0.1","1662.323","0.1","1660.76","1666.51","2.583755732","41.73318481","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/25/2013","130","2.2","1.2","mam|rpt"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_016","1600","40m x 40m","41","40.80450057","-104.7563065","WGS84","13N","520555.446","4517083.706","0.1","1640.247","0.1","0","1640.26","0","0","grasslandHerbaceous","Mollisols","","GeoXH 6000","4/25/2013","121","3.3","1.5","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_016","250000","500m x 500m","B2","40.80259305","-104.7567274","WGS84","13N","520520.524","4516871.862","0.1","1637.135","0.1","1630.28","1643.26","0.601719677","226.6012726","grasslandHerbaceous","Mollisols","","GeoXH 6000","5/13/2013","134","1.4","0.8","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mammalGrid","diversity","CPER_016","8100","90m x 90m","E5","40.80331472","-104.757038","WGS84","13N","520494.109","4516951.899","0.1","1638.96","0.1","1637.78","1639.11","0.557917774","215.4458313","grasslandHerbaceous","Mollisols","","GeoXH 6000","4/25/2013","167","2.7","1.4","mam|rpt"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_017","1600","40m x 40m","41","40.85626108","-104.6916913","WGS84","13N","525985.504","4522846.613","0.1","1640.416","0.1","1640.1","1640.74","0","0","grasslandHerbaceous","Mollisols","","GeoXH 6000","5/6/2013","129","1.6","1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_018","1600","40m x 40m","41","40.82571547","-104.6950467","WGS84","13N","525714.499","4519454.857","0.1","1627.719","0.1","1627.53","1628.1","0","0","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/30/2013","125","1.9","1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_018","250000","500m x 500m","B2","40.82562307","-104.696934","WGS84","13N","525555.39","4519444.048","0.1","1629.189","0.1","1625.37","1630.9","0.461714476","132.206543","grasslandHerbaceous","Alfisols","","GeoXH 6000","5/13/2013","123","2","1.2","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_019","1600","40m x 40m","41","40.82481863","-104.7857588","WGS84","13N","518065.642","4519332.645","0.1","1665.96","0.1","1662.03","1669.46","9.7","27.7","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/7/2013","122","2.1","1.2","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_020","1600","40m x 40m","41","40.78574559","-104.7076569","WGS84","13N","524665.964","4515014.339","0.1","1604.335","0.1","1603.81","1605.96","0","0","grasslandHerbaceous","Aridisols","","GeoXH 6000","4/29/2013","123","2.1","1.3","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_021","1600","40m x 40m","41","40.84798542","-104.7422818","WGS84","13N","521724.229","4521914.18","0.1","1669.885","0.1","1668.51","1672.04","3","36.4","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/10/2013","125","2.1","1.2","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_080","0","0m","41","40.83109763","-104.7605434","WGS84","13N","520189.997","4520035.157","0.1","1660.414","0.1","1660.41","1660.41","4.277926922","232.0318756","grasslandHerbaceous","Mollisols","","GeoXH 6000","3/24/2014","122","1.4","0.6","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_022","1600","40m x 40m","41","40.84248633","-104.6981793","WGS84","13N","525443.929","4521315.618","0.1","1642.865","0.1","1641.59","1643.29","0","0","grasslandHerbaceous","Mollisols","","GeoXH 6000","4/30/2013","126","1.9","1.1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_023","1600","40m x 40m","41","40.80096176","-104.7417425","WGS84","13N","521785.071","4516694.394","0.1","1649.571","0.1","1649.41","1649.61","0","0","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/6/2013","123","2.5","1.2","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_024","1600","40m x 40m","41","40.83224268","-104.7127958","WGS84","13N","524215.465","4520174.363","0.1","1635.33","0.1","1634.42","1635.72","0","0","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/30/2013","182","1.6","0.9","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_025","1600","40m x 40m","41","40.81327694","-104.6883364","WGS84","13N","526285.238","4518076.093","0.1","1613.652","0.1","1613.38","1615.43","0","0","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/26/2013","130","1.9","1.1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_026","1600","40m x 40m","41","40.80882917","-104.7587762","WGS84","13N","520345.8","4517563.63","0.1","1636.485","0.1","1634.37","1640.38","5.7","112.5","grasslandHerbaceous","Mollisols","","GeoXH 6000","5/7/2013","129","1.8","1","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_082","0","0m","41","40.85450965","-104.6882086","WGS84","13N","526279.73","4522653.231","0.1","1640.769","0.1","1640.77","1640.77","1.919164896","283.687561","grasslandHerbaceous","Mollisols","","GeoXH 6000","3/24/2014","122","1.5","0.8","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_027","1600","40m x 40m","41","40.81007091","-104.7032748","WGS84","13N","525026.561","4517715.832","0.1","1613.131","0.1","1612.83","1613.64","0","0","grasslandHerbaceous","Alfisols","","GeoXH 6000","4/26/2013","121","2.3","1.2","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_028","1600","40m x 40m","41","40.79316309","-104.75919","WGS84","13N","520315.68","4515824.508","0.1","1624.651","0.1","1623.55","1624.9","0","0","grasslandHerbaceous","Mollisols","","GeoXH 6000","5/6/2013","123","1.6","0.8","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_029","1600","40m x 40m","41","40.8261427","-104.7708123","WGS84","13N","519325.607","4519482.814","0.1","1655.44","0.1","1653.79","1657.51","3.6","34.6","grasslandHerbaceous","Aridisols","","GeoXH 6000","4/29/2013","128","2.1","1.2","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_029","250000","500m x 500m","B2","40.82615046","-104.7688083","WGS84","13N","519494.58","4519484.118","0.1","1658.093","0.1","1653.89","1669.3","2.357816696","236.7009583","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/13/2013","125","2.1","1.2","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","basePlot","","CPER_030","1600","40m x 40m","41","40.79811577","-104.6844963","WGS84","13N","526615.163","4516394.272","0.1","1602.59","0.1","1600.99","1603.56","0","0","grasslandHerbaceous","Aridisols","","GeoXH 6000","4/29/2013","130","1.6","0.9","bet|bgc|cdw|dhp|div|hbp|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_083","0","0m","41","40.84091144","-104.6875758","WGS84","13N","526338.451","4521143.928","0.1","1634.214","0.1","1634.21","1634.21","4.871490479","206.647171","grasslandHerbaceous","Aridisols","","GeoXH 6000","3/24/2014","140","1.7","0.9","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_084","0","0m","41","40.84570029","-104.7640498","WGS84","13N","519889.986","4521655.345","0.1","1662.491","0.1","1662.49","1662.49","1.978173852","117.847702","grasslandHerbaceous","Aridisols","","GeoXH 6000","3/24/2014","122","1.5","0.7","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_036","250000","500m x 500m","B2","40.83640092","-104.7305733","WGS84","13N","522715.149","4520631.194","0.1","1639.223","0.12","1633.97","1648.78","4.050579548","203.9971771","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/10/2013","130","3.1","1.4","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_042","250000","500m x 500m","B2","40.86209526","-104.7181027","WGS84","13N","523757.356","4523486.748","0.1","1665.568","0.1","1657.33","1673.88","4.755627155","253.3532257","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/10/2013","121","2.3","1.2","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_043","250000","500m x 500m","B2","40.86661473","-104.7304001","WGS84","13N","522719.427","4523985.177","0.1","1671.008","0.1","1669.66","1676.22","2.642592669","212.6846619","grasslandHerbaceous","Mollisols","","GeoXH 6000","5/10/2013","122","2.1","1.1","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","birdGrid","ninePoints","CPER_044","250000","500m x 500m","B2","40.80924961","-104.7650585","WGS84","13N","519815.805","4517608.862","0.1","1643.471","0.1","1631.92","1650.54","3.916396379","184.2039337","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/13/2013","122","1.9","1.1","brd"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_086","0","0m","41","40.84777488","-104.7256137","WGS84","13N","523129.332","4521895.077","0.1","1650.775","0.1","1650.78","1650.78","1.267281294","166.4123383","grasslandHerbaceous","Mollisols","","GeoXH 6000","3/24/2014","122","1.3","0.7","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_087","0","0m","41","40.82568334","-104.7626499","WGS84","13N","520014.013","4519433.653","0.1","1646.597","0.1","1646.6","1646.6","1.236384869","74.04496002","grasslandHerbaceous","Aridisols","","GeoXH 6000","3/24/2014","124","1.5","0.7","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_088","0","0m","41","40.81191532","-104.7722553","WGS84","13N","519208.027","4517903.17","0.1","1639.9","0.1","1639.9","1639.9","4.479605675","253.7763367","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/15/2014","129","1.3","0.6","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_089","0","0m","41","40.81270217","-104.763102","WGS84","13N","519979.788","4517992.561","0.1","1639.484","0.1","1639.48","1639.48","3.136600018","91.95528412","grasslandHerbaceous","Aridisols","","GeoXH 6000","5/15/2014","121","1.8","0.8","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","distributed","mosquitoPoint","","CPER_090","0","0m","41","40.85555006","-104.7145389","WGS84","13N","524060.066","4522761.157","0.1","1661.128","0.1","1661.13","1661.13","1.565014243","180.1343994","grasslandHerbaceous","Mollisols","","GeoXH 6000","5/15/2014","126","1.4","0.7","mpt|mos"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","tower","basePlot","","CPER_045","1600","40m x 40m","41","40.81729207","-104.7502878","WGS84","13N","521059.078","4518505.067","0.1","1651.948","0.1","1651.71","1652.26","0","0","","Mollisols","","GeoXH 6000","4/3/2013","136","2.3","1.1","bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst"
"unitedStates","CO","Weld ","Central Plains","10","Central Plains Experimental Range","CPER","tower","basePlot","","CPER_046","1600","40m x 40m","41","40.81729692","-104.7470963","WGS84","13N","521328.225","4518506.378","0.1","1652.096","0.1","1651.81","1652.77","0","0","","Mollisols","","GeoXH 6000","4/3/2013","132","1.6","1","bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst"
