"","siteID.x","plotID","date","subplotID.x","nestedSubplotID.x","tagID","stemDiameter","measurementHeight.x","basalDiameter","basalDiameterHeight","growthForm.x","stemStatus","VD1height","VD2height","maxCanopyDiameter","ninetyCanopyDiameter","canopyPosition","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy.x","recordedBy.x","remarks.x","nestedSubplotArea1","nestedSubplotArea2","Field1","X","siteID.y","subplotID.y","nestedSubplotID.y","supportingStemTagID","pointID","stemAzimuth","stemDistance","taxonID","identificationQualifier","growthForm.y","measuredBy.y","recordedBy.y","remarks.y","measurementHeight.y","scientificName"
"14","SERC","SERC_047","20150929",21,1,"9604",1.1,10,NA,NA,"sap",7,0.6,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","SERC","SERC_047","20150929",21,1,"9605",1.4,10,NA,NA,"sap",1,1.5,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","SERC","SERC_047","20150929",21,1,"9606",1,10,NA,NA,"sap",1,0.8,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","SERC","SERC_047","20150929",21,1,"9607",1.1,130,NA,NA,"smt",1,2.4,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","SERC","SERC_047","20150929",21,1,"9608",1.8,130,NA,NA,"smt",1,2.5,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","SERC","SERC_047","20150929",21,1,"9609",1.3,10,NA,NA,"sap",1,1.9,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","SERC","SERC_047","20150929",21,1,"9610",1.8,10,NA,NA,"sap",1,2,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","SERC","SERC_047","20150929",21,1,"9611",1,10,NA,NA,"sap",1,0.8,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","SERC","SERC_047","20150929",21,1,"9612",2.2,130,NA,NA,"smt",7,0.8,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","SERC","SERC_047","20150929",21,1,"9613",1,10,NA,NA,"sap",1,0.9,0,NA,NA,NA,"",NA,NA,"llemmon@field-ops.org","esheffield@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","SERC","SERC_044","20151009",23,NA,"9571",21.4,130,NA,NA,"sbt",1,15.1,-1.5,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","SERC","SERC_044","20151009",23,NA,"9572",10,130,NA,NA,"sbt",1,7.1,-1.3,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","SERC","SERC_044","20151009",23,NA,"9573",43.9,130,NA,NA,"sbt",1,24.9,-0.9,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","SERC","SERC_044","20151009",23,NA,"9574",63.4,130,NA,NA,"sbt",1,29.1,-1.3,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","SERC","SERC_044","20151009",23,NA,"9575",16.9,130,NA,NA,"sbt",1,11.7,-0.8,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","SERC","SERC_044","20151009",23,NA,"9576",21.4,130,NA,NA,"sbt",1,17.2,-1.5,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","SERC","SERC_044","20151009",23,NA,"9577",24,130,NA,NA,"sbt",1,20,-1.3,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","SERC","SERC_044","20151009",23,NA,"9578",27.5,130,NA,NA,"sbt",1,16.7,-1.1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","TORA2 Need Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","SERC","SERC_044","20151009",23,NA,"9579",46.9,130,NA,NA,"sbt",1,28.4,-0.7,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","SERC","SERC_044","20151009",23,NA,"9584",22,130,NA,NA,"sbt",1,17.1,-1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","SERC","SERC_044","20151009",23,NA,"9585",52.7,130,NA,NA,"sbt",1,26,-1.8,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","SERC","SERC_044","20151009",23,NA,"9586",17.8,130,NA,NA,"sbt",1,16.2,-0.9,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","SERC","SERC_044","20151009",23,NA,"9587",15,130,NA,NA,"sbt",1,9.8,-1.1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","SERC","SERC_044","20151009",23,NA,"9588",45.3,130,NA,NA,"sbt",1,10.4,-1.7,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","SERC","SERC_044","20151009",41,NA,"9563",13.4,130,NA,NA,"sbt",1,7.8,-1.5,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","SERC","SERC_044","20151009",41,NA,"9554",15.7,130,NA,NA,"sbt",1,8.3,-0.9,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","SERC","SERC_044","20151009",41,NA,"9555",79.6,130,NA,NA,"sbt",1,26.7,-0.8,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","SERC","SERC_044","20151009",41,NA,"9556",23.8,130,NA,NA,"mbt",1,19.4,-0.9,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","SERC","SERC_044","20151009",41,NA,"9557",18.9,130,NA,NA,"sbt",1,15.4,-1.2,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","TORA2 Need Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","SERC","SERC_044","20151009",41,NA,"9558",31.1,130,NA,NA,"sbt",1,25.7,-1.1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","SERC","SERC_044","20151009",41,NA,"9559",14.9,120,NA,NA,"sbt",1,7.2,-0.9,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","SERC","SERC_044","20151009",41,NA,"9560",26.4,130,NA,NA,"sbt",1,19.8,-1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","SERC","SERC_044","20151009",41,NA,"9561",16.4,130,NA,NA,"sbt",1,11.3,-0.8,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","SERC","SERC_044","20151009",41,NA,"9562",51.6,130,NA,NA,"sbt",1,22.5,-0.8,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","SERC","SERC_044","20151009",41,NA,"9564",20.2,130,NA,NA,"sbt",1,12.5,-1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","SERC","SERC_044","20151009",41,NA,"9565",14.7,130,NA,NA,"sbt",1,6.9,-1.2,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","SERC","SERC_044","20151009",41,NA,"9566",26.2,130,NA,NA,"sbt",1,22.3,-1.4,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","SERC","SERC_044","20151009",41,NA,"9567",41.9,130,NA,NA,"sbt",1,24.4,-1.2,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","SERC","SERC_044","20151009",41,NA,"9568",31.6,130,NA,NA,"sbt",1,11.9,-1.2,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","SERC","SERC_044","20151009",41,NA,"9569",15,130,NA,NA,"sbt",1,14,-1.1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","SERC","SERC_044","20151009",41,NA,"9570",10.6,130,NA,NA,"sbt",1,7,-1.1,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","SERC","SERC_044","20151009",23,2,"9501",1.7,10,NA,NA,"sap",1,1.5,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","SERC","SERC_044","20151009",23,2,"9502",1.2,10,NA,NA,"sap",1,1.3,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","SERC","SERC_044","20151009",23,2,"9503",1.5,10,NA,NA,"sms",1,1.5,0,1.9,1.6,NA,"icn",25,17,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","Bole 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","SERC","SERC_044","20151009",23,2,"9504",1.2,10,NA,NA,"sap",1,1.1,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","SERC","SERC_044","20151009",23,2,"9505",1.5,10,NA,NA,"sap",1,1.6,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","SERC","SERC_044","20151009",23,2,"9506",1.1,10,NA,NA,"sap",1,1.2,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","SERC","SERC_044","20151009",23,2,"9507",1.1,10,NA,NA,"sap",1,1.5,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","SERC","SERC_044","20151009",23,2,"9508",1.4,10,NA,NA,"sap",1,1.5,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","SERC","SERC_044","20151009",23,2,"9509",1.2,10,NA,NA,"sap",1,1.3,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","SERC","SERC_044","20151009",23,2,"9510",1.2,10,NA,NA,"sap",1,1.3,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","SERC","SERC_044","20151009",23,2,"9511",1.2,10,NA,NA,"sap",1,1.5,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","SERC","SERC_044","20151009",23,2,"9512",1.5,10,NA,NA,"smt",1,2,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","SERC","SERC_044","20151009",23,2,"9513",1.7,10,NA,NA,"sap",1,1.7,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","SERC","SERC_044","20151009",23,2,"9514",1.4,130,NA,NA,"smt",1,1.9,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","SERC","SERC_044","20151009",23,2,"9515",1.3,10,NA,NA,"sap",1,1.4,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","SERC","SERC_044","20151009",23,2,"9516",1.1,130,NA,NA,"smt",1,1.6,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","SERC","SERC_044","20151009",23,2,"9517",1.1,10,NA,NA,"sap",1,1.1,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","SERC","SERC_044","20151009",23,2,"9518",1.7,10,NA,NA,"sms",1,2.1,0,1.7,1.5,NA,"icn",10,7,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","Bole 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","SERC","SERC_044","20151009",23,2,"9519",5.3,130,6.7,10,"sis",1,4.6,0,4.8,4.4,NA,"icn",30,20,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","Bole 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","SERC","SERC_044","20151009",23,2,"9520",2.7,130,3.2,10,"sis",1,2.9,0,2.5,2.1,NA,"icn",22,18,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","Bole 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","SERC","SERC_044","20151009",23,2,"9521",2,130,NA,NA,"smt",1,2.8,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","SERC","SERC_044","20151009",23,2,"9522",1.1,10,NA,NA,"sap",1,1,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","SERC","SERC_044","20151009",23,2,"9523",1,130,NA,NA,"smt",1,1.8,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","SERC","SERC_044","20151009",23,NA,"9524",1.3,130,NA,NA,"lia",1,NA,NA,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","SERC","SERC_044","20151009",23,2,"9525",1.1,130,NA,NA,"smt",1,2,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","SERC","SERC_044","20151009",23,2,"9526",1.1,10,NA,NA,"sms",1,1.8,0,1.5,1.1,NA,"icn",9,2,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","Bole 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","SERC","SERC_044","20151009",23,2,"9527",1.5,10,NA,NA,"sap",1,1.6,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","SERC","SERC_044","20151009",23,4,"9528",1.5,10,NA,NA,"sap",1,1,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","SERC","SERC_044","20151009",23,4,"9529",1.3,10,NA,NA,"sap",1,1.7,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","SERC","SERC_044","20151009",23,4,"9530",1.3,10,NA,NA,"sap",1,1.5,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","SERC","SERC_044","20151009",23,4,"9531",1.2,10,NA,NA,"sap",1,1.2,0,NA,NA,NA,"",NA,NA,"rmoncrieffe@field-ops.org","mbelovitch@field-ops.org","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
